gene,BrownBear1_S,BrownBear1_W,BrownBear2_S,BrownBear2_W,BrownBear3_S,BrownBear3_W,BrownBear4_S,BrownBear4_W,BrownBear5_S,BrownBear5_W
SLC26A7,240,16,178,15,214,42,154,26,105,42
SLC26A8,0,1,0,1,0,0,1,0,0,0
SLC26A9,64,386.5,47,118,60,122.5,35,91,40,289.5
SLC27A1,484,684,601,680,703,700,713,635,726,700
SLC27A2,31,33,64,33,3,10,11,17,1,5
SLC27A3,845,1840.75,1089,2158,1335,2043.5,1175,1891.5,1147,2337
SLC27A4,1337,675.25,1248,517,1274,656.5,1253,931,949,692
SLC27A5,118.5,269,150,229.5,166.5,246.5,194,258.5,204.5,245.5
SLC27A6,572,54,478,26,680,27,581,50,379,33
SLC28A1,0,1,1,7,1,8,0,10,2,6
SLC28A3,101,53,85,31,49,30,68,23,25,25
SLC29A1,3789,9998,3629.5,6890,5725.75,8623.5,4102,10102,4685,8696
SLC29A2,1,0,6,0,5,0,6,1,1,0
SLC29A3,462,481,488,402,408,330,453,562,374,399
SLC29A4,10,13,17.33,30.33,10.5,14.25,13,14,16,13
SLC2A1,2260,1128.5,1533,2804.5,1755,2380.5,1230,1718.5,967.5,3467.5
SLC2A10,215,176,224,171,185,205,254,284,284,202
SLC2A11,147,225,194,213,149,167,122,237,133,288
SLC2A12,484,923,376,880,349,568,397,1096,552,612
SLC2A13,98,149,66,132,69,110,133,178,128,152
SLC2A2,0,0,0,0,0,0,2,0,0,0
SLC2A3,248,329,626,271,576,337,502,485,1568,404
SLC2A4,137,76,65,42,135,90,160,78,211,119
SLC2A4RG,721,1852,745,1953.5,813,1462,774,1198,868,1032
SLC2A5,511,1447,462,1166,482,587,499,722,546,823
SLC2A6,56,41,83,64,73,82,56,91,50,99
SLC2A8,260,111,242,91,204,200,173,102,164,171
SLC2A9,350,92,273,157,236,109,296,137,272,142
SLC30A1,4234,423,3392,467,3902,564,4635,442,3010,614
SLC30A10,4,14,4,5,3,3,5,16,10,5
SLC30A2,47,0,29,0,39,3,7,1.33,5,9
SLC30A3,29.17,38,17,48,22,58,13,43,19,59
SLC30A4,595,614,512,654,486,837,540,649,481,747
SLC30A5,663,493,764,430,741,645,695,744,776,671
SLC30A6,252,275,274,210,252,262,251,362,259,250
SLC30A7,1092,1056,890,991,902,1142,891,1217,778,1194
SLC30A8,6,0,0,0,1,0,2,1,2,0
SLC30A9,1059,874,850,774,927,963,883,1104,758,1030
SLC31A1,1406,618,1280,562,1286,883.5,1219,643,1130,987.5
SLC31A2,290,508,195,295,212,402,220,445,219,437
SLC32A1,0,0,0.5,0.25,0,0,0,0,2,0
SLC33A1,453,433,362,501,345,476,378,511,354,539
SLC34A1,1,3,0,1,0,7,1,1,3,5
SLC34A2,1130,1098,988,596,696,346,728,633,429,433
SLC34A3,14,118,48,122,21,94,38,133,22,96
SLC35A1,417,807,438,871,475,1008,387,853,547,787
SLC35A2,223.5,220.5,247.5,167.12,257,269.5,295.5,224,312,270
SLC35A3,459.5,838.5,429.5,1032,454.5,947.5,377,1009.5,422,1325
SLC35A4,651.5,567,771,608,770,682.5,575,566.5,527,694.5
SLC35A5,274,397,220,293,328,358,271,415,167,278
SLC35B1,778,463,919,577,869,839,650,424,557,814
SLC35B2,782,947,661,755,767,884,684,807,698,931.5
SLC35B3,293,325,284,324,286,417,316,355,282,356
SLC35B4,238,67,258,109,270,122,260,182,213,214
SLC35C1,148,187,159,128,161,161,175,191,149,163
SLC35C2,580,1493,680,1399.75,694,1764,704,852,778,1607
SLC35D1,231,304,277,223,247,211,273,292,278,309
SLC35D2,798,653,370.67,375.48,509,434,468.08,562.58,376,374.33
SLC35D3,74,15,141,6,79,18,67,8,49,6
SLC35E1,440,562,464,552,448,825,413,680,455,1026
SLC35E2B,1017,1953.5,1109.5,1896.5,1304,2043.25,1189,1390.12,1271,1858.08
SLC35E3,189,116,205,83,210.5,121.5,198.5,360,211,218.5
SLC35E4,202,170,151,206,170,262.5,126,154,126,228
SLC35F1,70,37,53,28,46,43,30,66,44,34
SLC35F2,336,245,218,121.5,363.5,194,189,32,274.5,194
SLC35F3,65,192,39,197,72,197,95,127,66,158
SLC35F4,6,2,8,2,21,0,10,4,4,8
SLC35F5,840.75,1110.5,475,683.5,613,749.5,654,1534,610,782
SLC35F6,1427,996,1042,1101,1416,1631,1128,1072,844,1528
SLC35G1,781,146,716,109,1111,138,692,74,414,99
SLC35G2,7,9,5,3,6,4,6,5,6,7
SLC35G6,9,34,13.25,26,15,28,17,22,17,38
SLC36A1,568.5,316,489,304,399,374,400,342.5,394,415
SLC36A2,165.5,5,69,7,43,11,77,15,197,20
SLC36A3,7.5,0,5,1,2,1,6,0,9,1
SLC36A4,488,526,351,536,341,635,366,827,322,607
SLC37A1,11,40,18,39,13,34,15,29,20,33
SLC37A2,416.5,467.5,306,642.5,289.5,541.5,275,677,209.5,683
SLC37A3,604,502,656,437,643,500,639,568,569,496
SLC37A4,267,299,282,212,266,163,234,249,198,223
SLC38A1,647,588,911,480,1238,725,860,1077,834,747
SLC38A10,1855,2261,1601,2153,1803,2287,1718,1917,1475,2552
SLC38A11,1,0,3,0,0,2,1,2,0,3
SLC38A2,5813,5158,5622,4946,5151,3964,9674,6155,10104,4712
SLC38A3,416,6,217,9,71,2,61,7,20,5
SLC38A4,138,123,214,225,173,50,262,471,443,88
SLC38A5,737,954,990,1316,818,786,926,1016,1124,1161
SLC38A6,330,1051,400,919,396,874.5,411,1057,494,1202.75
SLC38A7,296,364,356,373,351,440,260,300,247,465.5
SLC38A8,0,0,2,0,0,0,0,0,0,1
SLC38A9,322,731,255,397,235,591,386,693,302.5,530
SLC39A1,1368,1350,1372,1477,1307,2163,1109,1348,1140,1976
SLC39A10,3419,260,2944,236,3921,213,3166,377,1830,238
SLC39A11,600,536,727,486,597,377,710,545,518,477
SLC39A12,0,0,0,0,0,0,0,0,0,0
SLC39A13,448,690,373,722,444,1083,452,600,525,978
SLC39A14,956,434,608,447,561,627,566,572,736,725
SLC39A2,457.5,1055.5,304,911.5,341.5,511,341.5,809.5,260,545
SLC39A3,132,60,142,88,156,140,111,86,125,108
SLC39A4,3,0.5,5.17,0,3,0,8.25,0,0,5
SLC39A5,18,14,8,8,5,7,7,3,2,5
SLC39A6,7378.5,1582,5229,1432,6203,1146,5528,1838,4878,1368
SLC39A7,1705,923,1511,896,1678,1109,1435,825,1457.5,1121
SLC39A8,2250,3215,1231,1938,1293,2430,1669,2134,1562,1423
SLC39A9,866,815,870,700,899,711,980,905,899,741
SLC3A1,21,37.5,15,22,13,58,9,32,18,62
SLC3A2,3903,2986,2814,4062,3373,3719,2883,3218,2200,3953
SLC40A1,2574,1108,1200,655,762,599,950,769,711,594
SLC41A1,414,369,432,310,500,528.5,502,543,406,587
SLC41A2,113,19,120,18,102,39,101,28.17,85.5,42
SLC41A3,484,1028,337,787,423,723,498,753,345,624
SLC43A1,226.25,129,157.25,138,258,273,241,186,201,189
SLC43A2,281,76,236,60,292,113,183,123,154,114.5
SLC43A3,225,482.5,460,444,440,174.5,261,240,144,46
SLC44A1,2505,2386,2205,2524,2610,2635,2570,3245,2392,2212
SLC44A2,3829,5310,3427,5717,4345,6805,4141.83,6008,3576,6722
SLC44A3,58,68,59,67,74,43,55,64,63,68
SLC44A4,4,35,20,48,16,51,13,67,10,34
SLC44A5,11,29,6,17,12,22,8,14,12,17
SLC45A1,4.5,1,3,1.5,1,0,0,3,0,3
SLC45A2,238,46,213,12,234,20,67,8,52,24
SLC45A3,910,41,878,58,695.5,65,639,57,704,39
SLC45A4,115,179,106,119,104,207,135,236,70,189
SLC46A1,795,506,600,529,654,527,554,485,434,336
SLC46A2,484,281,109,139,151,135,199,284,100,94
SLC46A3,170,98,164,90,157,212,108,197,79,185
SLC47A2,384,1002,753,873,285,192,673,860,474,294
SLC48A1,891,606,567,557,638,879,571,531,467,813
SLC49A3,783,547.5,756,446,770,238,753.5,797,441,284.5
SLC49A4,858,584,603,432,537,538,712,671,567,476
SLC4A1,76,0,32,0,25,0,35,1,24,0
SLC4A10,1,0,0,0,1,0,2,0,2,1
SLC4A11,163,516,306,660,210,1009,185,397,210,773
SLC4A1AP,407,301.5,434,292,430.5,247,433,457,414.5,263.5
SLC4A2,1230,1247,1185,997,1252,1122,1460,1311,1456,1196
SLC4A3,251,122,367,146,401,271,352,155,280,171
SLC4A4,89,75,53,51,60,61,73,87.5,69,150
SLC4A5,74.5,826,103.5,625,92.5,1374.5,97.5,590.5,88,1543
SLC4A7,360,160,227,303,289,357,274,261,232,356
SLC4A8,43,30,63,21,57,38,65,33,47,31
SLC4A9,22,10.25,14,4,15,1,17,10,8,2
SLC50A1,383,670,450,600,392,747,304,449,272,666
SLC51A,0,0,0,0,0,0,0,0,0,0
SLC51B,152,28,105,22,117,47,67,30,21,27
SLC52A2,818,410,766,350,841,435,581,427,521,441
SLC52A3,47,7,148,7,94,9,68,10,35,2
SLC5A1,343,197,156,92,122,99,159,141,83,165
SLC5A10,40,35,67,33,62,22,39,24,41,17
SLC5A11,0,0,0,1,0,0,0,0,0,0
SLC5A12,0,2,0,0,0,0,0,1,0,1
SLC5A2,24,34,55,30,27,36,29,24,24,30
SLC5A3,644.5,479.5,974,313,757,396.5,1766.5,799.5,1410,533.5
SLC5A6,1733,1063,2023,1037,2101,1433,1582.75,1110,1986,1767
SLC5A7,6,4,13,11,16,5,22,42,28,12
SLC5A8,80,0,18,6,10,0,33,4,16,1
SLC5A9,120,99,85,117,89,66,137,146,78,44
SLC66A1,393,140,299,132,233,251,204,130,166,251
SLC66A2,1674,797.83,1264,846,927,969,1172,1154,917,1074
SLC66A3,317,289,297,307,360,381,316,422,259,269
SLC6A1,12,26,10,7,33,29,37,18,36,14
SLC6A11,9,0,14,1,14,0,28,2,27,3
SLC6A12,50,17,38,8,60,26,28,22,50,7
SLC6A14,342,50,184,59,127,38,152,94,81,66
SLC6A15,990,519,683,546,590,249,760,341,450,303
SLC6A17,64,4,31,2,67,10,8,1,8,50
SLC6A18,0,2,1,6,1,2,2,0,1,2
SLC6A19,0,0,0,0,0,0,0,0,0,0
SLC6A2,6,6,10,20,9,9,16,35,17,12
SLC6A20,102,124,130,140,76,148,193,235,71,124
SLC6A3,0,1,4,1,9,3,7,5,9,9
SLC6A4,102,23,114,60,104,41,103,87,74,45
SLC6A5,2,2,2,11,0,17,1,13.5,0.5,20
SLC6A6,2133,6069,1937,5430,2287,5454,1799,6855,1884,4601
SLC6A7,23,52,12,100,19,76,21,55,17,53
SLC6A9,269,398,276,399,349,486,235,370,174,418
SLC7A1,3846,857,3184,823,3426,1333,3270,982,2606,1656
SLC7A10,0,2,0,1,1,0,0,0,1,1
SLC7A11,106.5,16,59.5,15,95,4,84.5,18.5,25,27
SLC7A13,0,1,0,1,0,0,0,0,0,0
SLC7A14,0,0,0,0,0,0,0,0,0,0
SLC7A2,267,193,177,123,262,176,282,258,251,211
SLC7A3,33,93,44.5,88,32,80.5,36.5,49.5,35,115
SLC7A4,21,19,8.5,11,13,33,5,17,6,17
SLC7A5,4759,1026,5013,1219,4881,1340,2821,985,1809,1557
SLC7A6,391,847,429,699,415,613,445,838,469,536.5
SLC7A6OS,459,339,417,394,434,451,405,269,328,327
SLC7A7,108,75,99,97,137,95,126,98,80,82
SLC7A8,2001,36,1432,63,1251,117,1288.25,67,789,151
SLC7A9,26,103.5,64,77.5,122,138.5,153.5,285.5,185,224.5
SLC8A1,139,184,198,162,233,137,197,295,293,267
SLC8A2,4,7,22,4,18,4,32,10,15,5
SLC8A3,22,3,19,1,7,5,5,0,6,1
SLC8B1,324,687,450,538,416,456,344,510,316,515
SLC9A1,674,708,731,658,734,917,740,706,754,1149
SLC9A2,91,15,70,25,40,52,63,17,51,5
SLC9A3,4,11,2,2,2,10,13,13,2,6
SLC9A4,0,4,2,0,5,5,2,11,2,0
SLC9A5,41,75,81,107,101,381.5,65,115,82,242.5
SLC9A6,487,677,462,600,473,785,516,708,555,746
SLC9A7,181,149,217,136,194,155,226,163,165,134
SLC9A8,481,588,556,470,693.5,413,761,695,603,562
SLC9A9,79,147,57,153.5,89.5,86,81.5,194,54.5,132.5
SLC9B1,20,23,32,21,14,30,18,37,9,24
SLC9B2,129,79,59,31,121,117,109,189,55,51
SLC9C1,4,14,2,24,6,12,6,30,3,25
SLC9C2,0,2,0,0,0,0,1,0,3,4
SLCO1A2,0,3,0,4,0,0,0,6,0,13
SLCO1B3,0,2,1,1,1,1,1,1,0,2
SLCO1C1,3,7,1,1,2,2,2,9,1,2
SLCO2A1,800,873,824,721,1015,910,817,1815,738,1053
SLCO2B1,129,149,175,188.75,208,94,157,316,219,157
SLCO3A1,573,591,675,623,737,967,817,650,866,461
SLCO4A1,452,96,392,106,442,102,548,184,328.5,114
SLCO4C1,48,36,52,11,46,25,36,32,80,32
SLCO5A1,314,10,118,10,17,13,22,30,7,17
SLCO6A1,1,3,0,0,0,2,0,2,0,7
SLF1,60,177,66,170,65,190,71,154,83,203
SLF2,709,970,736,988,730,1266,937,1063,944,1110
SLFN12,23,20,39,16,15,13,53,42,31,29
SLFN14,2,0,0,1,0,0,1,0,1,0
SLFNL1,13,59,21,38,29,60,42,35,58,48
SLIRP,320,283,289,226,349,238,305,270,294,281
SLIT1,6,15,3,8,2,9,4,8,5,16
SLIT2,427,180,431,151,504,281,496,249,711,482
SLIT3,1255,417,1496,355,1627,623,1947,550,1981,965
SLITRK1,0,0,2,0,1,0,4,1,0,1
SLITRK2,25,30,49,7,45,6,32,15,26,20
SLITRK3,1,0,1,0,0,0,0,0,0,0
SLITRK4,1,0,1,0,0,0,0,2,0,0
SLITRK5,0,0,0,0,1,3,2,6,1,3
SLITRK6,250,661,300,378,152,86,423,817,312,168
SLK,1637,1390,1164,1458,1397,1557,1373,1707,1284,1681
SLMAP,1000,896,792,1011,852,1048,872,1060,884,1264
SLN,10,2,13,2.5,12.5,1,6,0,7.5,0
SLPI,1,17,10,56,22,25,9,28,57,64
SLTM,1339,2030,1452,2226,1585,2087,1690,1630,1379,2177
SLU7,943,1387,748,1526,783,1406,975,1453,795,1433
SLURP1,165,36,66,17,14,23,31,45,68,35
SLX1A,297,419,269,460.5,284,440.5,283,245,318.25,406
SLX4,272,179,309,123,263,200,307,296,203,225
SLX4IP,159,55,157,21,142,37,272,165,183,30
SLX9,649,1005.33,786.33,1138,929,1013.5,752,1054.83,757,1008.67
SMAD1,900,1095,814,1117,1029,1326,1102,1395,843,1089
SMAD2,1377,828,1344,727,1537,1127,1463,1202,1113,1037
SMAD3,780,999,768,1017,841,1151,925,1142,1038,1204
SMAD4,1528,1690,1362,1669,1766.33,2006,1813.5,1897,1865,1905
SMAD5,1738,2085,1460,1867,1721,2089,1817,2430,1583,2251
SMAD6,197,50,157,20,231,43,204,122,145,59
SMAD7,786,328,654,396,559,437,813,485,538,377
SMAD9,203,188,182.5,160.5,277,131.5,303,275,260.5,238
SMAGP,788,232,673,239,826,363,698,291,497,318
SMAP1,676.5,399,509,309,518.5,335,517.5,485,446,457
SMAP2,448,397.5,458,381,505.33,590.5,508.5,523,420.5,428
SMARCA1,217,306,232,308,259,305.14,262,299,333,285
SMARCA2,1876,2792,2082,3173,2058.5,3424,2288,3015,2156,3640
SMARCA4,2190,1936,2674.5,2217,2788,2112,2608.17,1941,2203,2664
SMARCA5,2228,1625,2087,1883,2548,2088.5,2253,2410,2208,2103
SMARCAD1,507,670,542,667,538,389,630,613,665,448
SMARCAL1,545,584,544,461,563,243,678,584,566,436
SMARCB1,1296,825,1202,947,1600,884,1376,1007,1235,880.5
SMARCC1,2392,3789.75,1660,1796,2152,2124,2166,2832,1885,2831.5
SMARCC2,2325,3138,2389,3134,3198,2387,2695,3605,2300,2421
SMARCD1,811,1429.5,1013,1578.5,1165,1536,901,1379.5,754,1562.5
SMARCD2,2528,2693,2575,2843,2818,1940.5,2685,2315.5,2887,1918.25
SMARCD3,318,199,345,223,465,175,427,221.5,431,131
SMARCE1,1020,1019,940,1554,1362,1435,1027.25,908.33,1031,1272
SMC1A,1711.5,2581,2302.5,2415,2732,2018,2030.5,2125.5,2404.5,2747.5
SMC2,466,320,508,340,556,297,554,414,606,472
SMC3,807,1068,794,1465,896,1561,922,1253,822,1656
SMC4,898,808,1028,1024,1285,959,1290,762,1336,1095
SMC5,513,737,682,757,760,877,802.5,894,928,830
SMC6,261,250,246,312,290,343,329,351,347,381
SMCHD1,632.5,908,643,1106,817,1207,749,1206.5,723,1130
SMCO1,0,2,1,0,2,0,5,1.5,4,1
SMCO2,0,0,2,7,0,4,0,1,0,1
SMCO3,0,2,1,1,1,0,2.5,0,3.5,4
SMCP,6,7,2,5,6,5,3,9,2,6
SMCR8,459,633,594,577,545,648,742,588,598,743
SMDT1,645.5,304.5,522.5,321,578.5,442,497,269,463.5,362.5
SMG1,3500,5634,3702.5,4994,3693,3492,4895.5,7003,4394,4582.5
SMG5,1953.5,2465,2222.5,2466,2332.5,2458,2511,2529.5,2019.5,3053
SMG6,647.83,1006.5,667.33,857.5,740.11,635.75,814.75,1076,697,775.11
SMG7,1130,1684,1302,2346,1490,1920.5,1557,1420,1186,1799
SMG8,256,229,245,196,277,195,304,275,194,262
SMG9,723,561,673,602,851,335,995,692,679,423
SMIM1,155,143.5,154,117.5,193.5,145,144,193,126,105
SMIM10L1,658,490,583,382,739,482,623,520,518,553
SMIM11,400.5,424.5,544.5,462.5,606.5,525,510.83,347,580.83,435.5
SMIM12,420,494,421,466,496,826,376,455,431,620
SMIM13,503,369,433,307,497,447,509,370,604,334
SMIM14,1021,853,795,750.5,724,894.5,838,1225,801,1051
SMIM15,405,407,372,259,439,310,412,445,421,264
SMIM17,41,44,46,62,61,72,24,31,43,51
SMIM18,0,1,0,0,0,0,0,0,0,0
SMIM19,265,386,268,396,302,482,294,403,314,380
SMIM2,0,0,0,0,0,0,0,0,0,0
SMIM20,393,491,443,482,416,520,391,468,431,437
SMIM22,69,147,76,101,62,53,48,113,54,79
SMIM23,0,0,0,0,0,0,0,0,0,0
SMIM24,1,4,3,7,1,6,0,0,0,4
SMIM26,130,89,127,52,126,59,98,92,100,60
SMIM27,276,220,223,207,243,216,202,131,236,168
SMIM28,0,0,0,0,0,0,0,0,0,0
SMIM29,121,241,132,186,152,317,118,287,130,244
SMIM3,134,35,99,111,130,91,101,60.5,80,75
SMIM30,475,709,348,507,480,598,400,610,453,533
SMIM32,10,0,4,0,2,0,9,0,4,0
SMIM33,7,12.25,14,14,14,19,6.5,22,11,29
SMIM34,1,3,0,1,0,3,2,3,0,8
SMIM35,0,1,0,0,0,0,0,0,0,0
SMIM36,0,0,0,0,0,0,0,0,0,0
SMIM38,49,54,101,46,103,88,98,89,87,68
SMIM40,5,0,0,0,0,1,0,0,0,0
SMIM41,6.1,7,14,2.5,16,14,19,6,33,11
SMIM43,273,572,241,606,272.33,528,257,582,236,529
SMIM44,0,0,0,1,1,3,0,0,0,2
SMIM45,0,0,0,0,0,0,0,0,0,0
SMIM46,14,26.5,9.5,5,12.5,11,17,18,12.5,19.5
SMIM5,149,131,86,98,119,117.5,86,160,59,69
SMIM6,5,7,5,13,5,23.75,4,7,6,5
SMIM7,1059,662,761,473.5,974,450,914.5,660,868,561
SMIM8,143,191.5,140,155.5,187,193.5,158,212,161.5,174
SMKR1,20,11,21,8,7,13,14,10,13,10
SMLR1,1,0,0,0,0,0,0,0,0,0
SMNDC1,427,310,394,465,430,431,408,405,447,387
SMO,1267,1189,1480,1355,1686,1083,1731,925,1786,890
SMOC1,414,230,282,157,303,115,278,213,163,190
SMOC2,1069,2254,1106,3187,1060,3260,1214,1668,1163,3377
SMOX,1138,150,525,179,360,350,274,148,183,239
SMPD1,1203,277,831,255,589.75,368,537,323,484,402
SMPD2,403,792,546,1041.75,534,1004,409,502,382,625
SMPD3,71,2,28,1,7,2,6,6,4,4
SMPD4,816,1370,1116,1472,1103,1275,1028,1062,901,1631
SMPDL3A,94,101,75,63,94,89,45,125,97,158
SMPDL3B,379,111,177,93,155,100,196,93,125,118
SMPX,15,9,9,16,11.5,6,4,10.5,7.5,6.5
SMS,358,386.5,447,501,469,516,580,524.5,439,504
SMTN,2328.5,986.38,2415.67,1085,2326.5,1180.5,2373.5,1093.5,2947,2244.5
SMTNL1,1,0,0,0,0,0.5,1,1,0,3
SMTNL2,227,98,424,69,100,91,200,78,201,58
SMU1,910,864,882,789,993,839,991,1064,1028,835
SMUG1,1020,1912.25,998,1776.25,1114,1836,1005,1574,925,1471
SMURF1,678,1472.5,646,1226.1,766,1635.25,955.5,1272,758,2138.5
SMURF2,589,544,483,681,517,664,674,640.25,722,703
SMYD1,350,397,465,377,453,244,538,624,488,475.5
SMYD2,497,508,415,501,442,498,398,492,390,588
SMYD3,206,174,252,238,322,158,292,188,217,251
SMYD4,381,301.12,409,211.5,536.25,195,453,400,488,249
SMYD5,447,695,477,744,617,715,476,737,426,658
SNAI1,100,132,138.5,163,120,201,223,194.5,193,231
SNAI2,1313.5,1914.5,1072,1840,1066,1244,1371,1493,1043,1169
SNAI3,0,0,0,2,0,2,3,0,1,1
SNAP23,786,505,786,605,712,666,725,656,846,657
SNAP25,22,53,21,76,13,32,13,23,22,69
SNAP29,989,745.5,819,691,858.5,778,985,904,866,853.5
SNAP47,328,284,306,334,297,343,344,316,232,316
SNAP91,15,3,8,3,15,5,7,10,12,8
SNAPC1,94,115,65,155,89,202,116,195,115,259
SNAPC2,348.5,287,424.5,244,462.5,311,436,273,456,247
SNAPC3,319,341,419,265,457,264,364,513,384,290
SNAPC4,908.5,1746,1424.5,1787,1561,1556,1299.9,1519.5,1166.5,1629.5
SNAPC5,405,512,633,554.5,680,550,454,511,436,592
SNAPIN,485,538,400,528,475,739,426,350,400,493
SNCA,15,25,17,13,19,42,42,59,45,40
SNCAIP,305,388,417,454,676,583,570,531,435,554
SNCB,2,25,1,15,1,5.5,2,37,9,12
SNCG,898,755,18,72,55,250,81,335,16,388
SND1,1581,1047,1709,1170,1749,681,1828,1308,1464,1040
SNED1,254,545,322,473.5,565,944,379,610,369,627
SNF8,847,804,807,761,1080,1386,879,704,699,926
SNIP1,453,678,460,509,586,422,569,690,512,570
SNN,2377,399,1570,369,1444,438,1257,342,853,391
SNORC,21,13,28,4,23,14,23,16,13,15
SNPH,55,63,62,52,76,47,71,46,72,61
SNRK,1126,1346,831,1411,1196,1513,953,1225,803,1541
SNRNP200,4016,5098,4179,4926.75,4831,4261,4524,5260,3747,4856
SNRNP25,615,453,521,493,674,601,533,361,520,487
SNRNP27,481,637,472.5,566,504,738,537,490,543.5,683
SNRNP35,204,183,221,179.5,293,208,191,176,178.5,175.5
SNRNP40,374,329,446,368,564,400,402,274,422,334
SNRNP48,428,435,326,515,407,535,338,587,396,535
SNRNP70,4596,6538.88,6485,7748,6923,5260,6547.5,5542.75,5983,4740
SNRPA,561.5,421.5,735,462.5,880.5,476.5,638,426,741.5,502
SNRPA1,1039,2747,873,1916,1028,1290,844,1647,659,1048
SNRPB,1565,1345,1655,1738,1942,1658,1420,1160,1497,1360
SNRPB2,442,441,487,549,637,619,561,442,558,552
SNRPC,704,778.75,662,786,846,1022,627,545,700,713
SNRPD1,633,551,715,657,822,668,716,568,841,513
SNRPD2,1511,1155,1325,1630,1687,1527,1357,1059,1531,985
SNRPD3,1038,847,1126,840,1330,808,1032,753,1133,641
SNRPF,509,447,672.5,510,720,587,561,450,578,491
SNRPG,757,748,742,641,959,938,685,556,762,618
SNRPN,525,287.5,496.5,357,579.5,441,451,382,471,468
SNTA1,125,89,92,117,102,198,86,112,88,189
SNTB1,813,664,724,635,621,785,818,934,704,708
SNTB2,975.5,852,909.5,895,1011.5,772.5,1021.5,861.5,1022.5,1105
SNTG1,0,0,0,0,0,0,0,0,0,0
SNTG2,14.5,102.5,39,36,40.5,55.5,36,54.5,37,39.5
SNTN,0,0,0,0,0,0,0,0,0,0
SNU13,1837,1783,1827,1978,2440,2669,1848,1677,2082,2039
SNUPN,603.5,595,481,673,491,632,475,553,432,717.5
SNURF,288,122.5,234,168,335,305.5,236.5,141.5,253,217.5
SNW1,860,1260,968,1388,1161,1376,1089,1382,894,1164
SNX1,1358,1718,1273,1375.5,1532.5,1347.5,1461,1626,1371,1446.5
SNX10,132,80,98,140,68,189,56,83,32,140
SNX11,636,436,634,488,721,472,651,342,512,472
SNX12,1195,718.5,1168,694,1211,552.5,1211,878,1123,613
SNX13,1071,682,820,748,771,706,831,956,757,814
SNX14,1907,2189,1541,2078.5,1925,2280.5,1625.5,2110,1608,2043
SNX15,412,398,321,234,388,186,490.5,299.5,315,190
SNX16,109,155,87,109,121,105,99,175,107,157
SNX17,1485,1601,1224,1609,1373,2061,1218,1461,1127,1911
SNX18,966,676,864,782,998,1135.5,1059,870,1070,988
SNX19,883,984,802,1259,953,1767,987,1107,904,2282
SNX2,1315,1801,874,1419,972,2498,1014.5,1588,926,1977
SNX20,32,36,30,30,53,10,49,33,6,5
SNX21,394,451,375,395,506.17,405,518,416,417,269
SNX22,443,848,556,672.5,552.5,744,472,822,589,680.5
SNX24,194,201,114,95,156,80,152,125,107,91
SNX25,114,180,153,223,214,221,123,278,151,266
SNX27,595,720,709,637,699,648,841,839,809,793
SNX29,383,324,329,315,320,409,332,400,262,400
SNX3,1453,918,1269,939,1420,1046,1792,937,1797,951
SNX30,532,799,657,653,681,1127,801,759,804,1166.5
SNX31,5,1,0,0,1,0,2,0,0,1
SNX32,17,3,17,6,18,1,20,15,19,5
SNX33,1453,761,1265,758,1315,788,1502,968,1127,870
SNX4,525,811,477,1013,538,1076,474,745,491.5,873.5
SNX5,759,860,654,905,911,763,714,959,795,714
SNX6,1284,1975,1309,2084,1352,2116,1447,2003,1282,2091
SNX7,287,280,254,257,295,413,286,411,316,387
SNX8,589,748,577,841,644,1114.5,543,587,657,1100
SNX9,1821,2090,1427,2090,1503,2414,1636,2250,1528,2770
SOAT1,610,161,763,143.5,707,278,604,300,233.5,279
SOBP,75,35,99,29,94,35,115,39,105,73
SOCS1,117,38,79,39,139,29,64,37,75,52
SOCS2,536,113,490,118.5,527,165.5,432.5,153,382,112.5
SOCS3,91,112,763,106,181,130,351,222,3864,276
SOCS4,546,525,458.5,521,574,556,475,492,464,683
SOCS5,608,558,521,663,527,715,634,709,476,779
SOCS6,412,319,378,279,421,302,456,302.33,343,384
SOCS7,535,675,689,708,670,849,919,633,872,955
SOD1,1648,1635,2007,2087.75,2233,2941,1784,1487,1897,1894
SOD2,690,862,564,841,785,1510,661,981,792,1475
SOD3,262,111,134,119,237,140,229,164,283,303
SOGA1,1041,2064,1348,2534,1461,2610,1809,2001,1818,3369
SOGA3,4,11,7,4.5,7.5,24.5,12,5,5,22.5
SOHLH1,0,0,0,0,0,0,0,0,1,1
SOHLH2,1.5,2,2,12,5,17.5,2,20.5,1,11
SON,4797,4522,5327,4956,6103,4748,6216,5254,5534,5954.5
SORBS1,1281,1570,728,1050,1107.17,1250.83,989,2099,1158,1254
SORBS2,157,122,205,81,311,160,251,214,157,221.5
SORBS3,977.5,1806,1109,2506,1363,3284.5,1207.5,2381,1315.5,3141.5
SORCS1,35,160,151,352,95,112,152,727,260,232
SORCS2,382,160.5,426,146,504,88,510,113,424,82
SORCS3,90,77,152.5,176,115,129,184.5,205.5,199.5,189.5
SORD,263,674,235,764,218,588,205,505,273,590
SORL1,1023,271,1498,392,1377,440,1505,558,1287,287
SORT1,3831,1568,3017,1500,2743,1178,2897,1846,2993,1782
SOS1,678,573,802,486,865,447.5,956.5,677,806,504
SOS2,520,1064,665,1455,789,1919,742.5,899,726.25,1693.5
SOST,0,0,0,0,0,1,0,0,0,0
SOSTDC1,1328,1131,1211,782,887,854,1532,1343,1717,861
