"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"HMCN1",1211.92975002545,-1.8733289006559,0.120804314428695,-15.5071357303355,3.10420601835962e-54,1.09578472448094e-51
"ZNF711",753.822929779041,-3.89141555914586,0.254092242294356,-15.3149719330581,6.07380958127698e-53,2.1020144923439e-50
"MARCKSL1",864.699936447169,-2.53851933565317,0.166147803605786,-15.278681273911,1.06065370152486e-52,3.60010342921418e-50
"SCPEP1",937.348493061232,-1.77217692608528,0.11618778289723,-15.2526959538663,1.57973501639494e-52,5.26081566780578e-50
"FHOD3",540.709447746003,-3.73980399235622,0.245714732191958,-15.2201048711829,2.60113761239345e-52,8.50186645532305e-50
"CKB",1194.77349663273,-4.411281678028,0.290100115580108,-15.2060665994801,3.22337611242083e-52,1.03441069789505e-49
"HES4",2109.32292030648,-2.25063293227396,0.149110035359836,-15.0937723731516,1.77969445245058e-51,5.60921555102727e-49
"FNDC1",1304.35902001109,-3.53478428648473,0.234319026801099,-15.0853489566821,2.02202761256562e-51,6.26119076522512e-49
"HEPHL1",1258.58315276411,-8.02586121420016,0.537017350380479,-14.9452549503546,1.67249855625891e-50,5.08958612378789e-48
"LOC125282835",214.712625923434,-5.57176322198206,0.373075606867071,-14.9346757585449,1.96025254624896e-50,5.86414532903292e-48
"COL1A1",135791.323536498,-5.40108964018454,0.363376628469558,-14.8636131688833,5.67785007398395e-50,1.67023423009694e-47
"IFITM10",615.277496358274,-2.37575762292145,0.159880347921043,-14.8595975291142,6.02862715468894e-50,1.74434867672557e-47
"LRRN1",187.972339265635,-4.90332877794667,0.332050693210349,-14.7668078344908,2.39804769808047e-49,6.82670030179358e-47
"WNT10B",114.983962717201,-4.45969490155582,0.303449566389929,-14.6966593316043,6.77190770345292e-49,1.89720906295149e-46
"LOC113262597",118.014694797918,-6.33051822864063,0.431021244150654,-14.6872533884384,7.78040935372449e-49,2.14569101708183e-46
"AMOTL1",2663.38639454671,-1.57078648860536,0.107736243653801,-14.5799262656021,3.76923600613048e-48,1.02349254628005e-45
"COL1A2",107510.724973426,-4.41383135615401,0.304581148827935,-14.4914791120165,1.37157172099066e-47,3.66791528416442e-45
"LOC130544325",142.099606188011,3.17253969513726,0.218999397567571,14.4865224762017,1.47419626538086e-47,3.88351702745853e-45
"LOC113270031",441.157241062438,-6.38310479234783,0.440713341628741,-14.4835751256312,1.53880637352735e-47,3.9941077195232e-45
"CREB3L1",413.293757862454,-4.06267440780566,0.280536783437713,-14.4817886553821,1.57933222794872e-47,4.03988606134709e-45
"OXCT1",1445.07545328877,-1.93589299224211,0.133706731998131,-14.4786501271242,1.65311836263341e-47,4.16821987149711e-45
"MARCKS",2463.0664766301,-1.88621675919759,0.13034675612854,-14.4707610317323,1.85409312978518e-47,4.6091188367195e-45
"TPM1",8938.6501490988,-1.7824112254051,0.123426242028823,-14.4411042263514,2.85235460474361e-47,6.99223038523955e-45
"KCTD11",608.670361513158,-2.57923925900162,0.179073871203902,-14.4032138338304,4.93922609179433e-47,1.19421014411192e-44
"MTHFD2",233.356083572863,-3.51347636618785,0.245154788048357,-14.331665288523,1.38753079764355e-46,3.30944845654171e-44
"LOC113249769",284.597360935045,-6.30508096816519,0.441246930004957,-14.2892347559095,2.55400447713911e-46,6.01042386953403e-44
"LOC113265494",322.448447130434,-5.44866018735465,0.384843434969518,-14.1581216989871,1.66382039899386e-45,3.86400395292654e-43
"WNK4",535.885535457007,-2.42237422989919,0.172037640788031,-14.0804897044817,5.00616793704213e-45,1.14751771543888e-42
"LOC130542717",186.072267184844,3.65442498785833,0.260382357041184,14.0348410291114,9.5410136021751e-45,2.15896012921013e-42
"HOXC13",1797.61919417631,-3.2360868983263,0.231201702458922,-13.9968125835979,1.63019729336061e-44,3.64214964909047e-42
"ESYT3",831.594079519478,1.76701940859628,0.126518780535442,13.9664593755809,2.49736911401888e-44,5.50982060780416e-42
"SAT1",3328.23630445889,-2.37249632020012,0.171255876926973,-13.8535176881072,1.21131673515114e-43,2.63947412042192e-41
"NOCT",516.339539549102,-1.98055744333043,0.143030289953226,-13.8471189842243,1.3241746484153e-43,2.85020518835733e-41
"JPT1",1055.70395452115,-1.9812206386248,0.143841455354925,-13.7736414981077,3.67226068678897e-43,7.80908447250908e-41
"RIN1",968.433332232845,2.04700771472723,0.148704815420173,13.7655778593538,4.10588049202599e-43,8.62723698622127e-41
"AQP8",127.983098128869,4.48306308792774,0.325793465212013,13.7604450875353,4.40804690151642e-43,9.15317974256056e-41
"LOC113267266",1609.24033649335,-4.89125069595679,0.355965899321716,-13.7407844551316,5.78456148629552e-43,1.18718035154786e-40
"LOC123002195",271.53308308731,4.27575670307864,0.311503410629009,13.7261954674741,7.0752415714265e-43,1.43537946822618e-40
"LOC123000483",160.405068474728,6.50878153048225,0.475867411966599,13.6777206566503,1.37949487967575e-42,2.76682779844057e-40
"SERPINA9",368.512130067255,-4.1662655284561,0.30529510630434,-13.646682971403,2.11278842035256e-42,4.18996804710367e-40
"MAB21L4",218.978419330972,-3.15118304654665,0.233081260002162,-13.5196756981553,1.19702314370562e-41,2.34749538737824e-39
"RCC1",539.105198943148,-1.42712656524695,0.105632902071498,-13.5102466869744,1.36064753518829e-41,2.63905813143663e-39
"ADAMTS17",471.269232387998,-1.70758919665445,0.127257380204882,-13.4183903040064,4.71851096248338e-41,9.05236070519909e-39
"MAFB",1480.96956892494,-2.04813382590268,0.153289798583188,-13.3611880557804,1.01924273360813e-40,1.93436927399823e-38
"C2CD5",1144.16225890148,1.57671072528365,0.118426356304303,13.313849842954,1.92311193351882e-40,3.57293953964286e-38
"CRABP2",1293.44837441528,-2.10588365900533,0.15816922787255,-13.3141173370474,1.91623704394222e-40,3.57293953964286e-38
"WFDC3",177.47482483745,3.04381678421514,0.22960202787131,13.2569246553919,4.11424525821548e-40,7.56421133411492e-38
