"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AP1B1",1724.60188067048,-0.866456604089654,0.175369238920143,-4.94075591263875,7.78202789033842e-07,4.73793695289662e-06
"AP1M2",776.177761296362,-0.584576161253758,0.119349915717437,-4.89800229635479,9.68159038118939e-07,5.76907732032386e-06
"AP1S2",1745.82640106698,-1.70837601857472,0.248472069060848,-6.87552538614052,6.1761806719301e-12,8.95723819717061e-11
"AP2B1",1129.05452592706,-0.428459310478786,0.121313001162936,-3.53184989548912,0.000412663525810363,0.00136908105837461
"AP2M1",2897.15615373385,-0.96992467655523,0.0980964612553072,-9.88745836642253,4.7185545408998e-23,2.50097560501146e-21
"AP2S1",580.906363229347,-0.680955089073618,0.162294152006672,-4.19580792440151,2.71900603134054e-05,0.000119684524873513
"AP3B1",764.011216011803,-0.99752757575549,0.172402846797165,-5.78602728601749,7.20705123340181e-09,6.22026671244704e-08
"AP3S1",637.372321901896,-0.412104938343924,0.152917717939073,-2.69494564722787,0.00704001138458272,0.0165072347323028
"AP4M1",699.367216561183,-0.535019374541264,0.172432260290765,-3.10278003454274,0.00191712075420849,0.00529782077842176
"AP4S1",177.360080400261,-0.789872639248114,0.232624424079629,-3.39548455573063,0.000685072387523903,0.00213593493018846
"AP5B1",288.053109707584,-1.10008946682989,0.190446929275462,-5.77635707236174,7.63352877457367e-09,6.56587635824684e-08
"AP5S1",185.054147380942,-0.827886096563228,0.18055519804839,-4.58522438296873,4.53499144891498e-06,2.35835589491306e-05
"APBA2",28.1219133509526,-1.05146776813886,0.283374989639336,-3.71051718246947,0.000206836256555018,0.00073752031802853
"APCDD1L",5.52468545616671,-1.77119102386114,0.782267923316395,-2.26417442294227,0.0235633890401111,0.0469300176662109
"APELA",13.9795209664141,-2.09303560965489,0.705339301572568,-2.96741668157215,0.00300313663759582,0.00785510869118605
"APEX1",1587.65852340313,-1.19880194738529,0.140516524791156,-8.53139478909702,1.44593679288159e-17,4.33290057629203e-16
"APEX2",114.909161476313,-0.540414868691746,0.21518749396874,-2.51136745321386,0.0120264439937051,0.0263162331377257
"APH1B",498.05524512335,-0.40461646917562,0.158477723113969,-2.5531441342367,0.0106755308366719,0.0237418357276425
"APIP",244.092553302031,-0.45773397348564,0.184332601723696,-2.48319596862066,0.0130209432799671,0.0281883538441579
"APLF",180.563503337108,-0.978250769111337,0.277226866694929,-3.52870117090001,0.000417604405894561,0.00138391246039035
"APLN",92.056052237207,-1.06324109634053,0.266895845756255,-3.98373040737225,6.784183221511e-05,0.000272633956875385
"APLNR",478.719121927687,-1.16473937348591,0.275040477833276,-4.23479257548395,2.28762766051005e-05,0.000102322930076033
"APLP1",88.5094425966413,-0.96927314560208,0.240747449300876,-4.02609933528609,5.67097395959354e-05,0.00023337069337101
"APOC1",1153.0096312936,-2.59910687461445,0.319484174845291,-8.13532274602666,4.10842345524678e-16,1.05551199396078e-14
"APOE",4197.74658013722,-2.03320015311462,0.274605891269521,-7.40406603702126,1.32076691124262e-13,2.36185774908128e-12
"APOO",188.011783432942,-1.22429827472732,0.165172905346918,-7.41222219319738,1.24200436496065e-13,2.23004852915112e-12
"APRT",663.460934843882,-1.2512220993026,0.161984772344563,-7.72431927515435,1.12452660514238e-14,2.37682747196492e-13
"AQP11",27.7542675830796,-2.22502561282195,0.483458415324191,-4.60231023454193,4.17830204181647e-06,2.18833919994245e-05
"AQP5",130.814654056575,-2.70637017217111,0.451971368875292,-5.98792392293736,2.1253642795519e-09,2.0157270034439e-08
"ARAF",894.170502532467,-0.442612166990509,0.0956774273281237,-4.62608767136453,3.7263761341593e-06,1.97179687900488e-05
"AREG",111.685868297176,-1.2762323660558,0.383375760410145,-3.32893338037452,0.0008717925468177,0.00265570218352303
"AREL1",514.60034781474,-1.05816840954161,0.246472891390188,-4.29324459811056,1.76080839871437e-05,8.12291381006496e-05
"ARF3",1590.10258572059,-0.517949664052367,0.10935509506811,-4.73640175366107,2.17546127171564e-06,1.21330282484053e-05
"ARF5",784.803013421921,-0.514512976558322,0.126901798442983,-4.05441832086794,5.02592073482367e-05,0.000209265159164043
"ARF6",2825.37594324251,-0.724601860204357,0.119178676992411,-6.07996227589018,1.20210826177384e-09,1.19264816303026e-08
"ARFGEF3",102.236959734366,-0.816221627919243,0.311231710564609,-2.622552909016,0.00872737156620141,0.0199427897648181
"ARFIP2",523.377358909965,-0.412893019002764,0.139678040096143,-2.95603388133569,0.00311622856747117,0.00809558937531147
"ARG2",45.169709196208,-1.64966593311126,0.297335111243025,-5.54817063553224,2.88674073773489e-08,2.25846516050624e-07
"ARHGAP24",143.891246158321,-1.35408753560501,0.25712082826641,-5.26634712844812,1.39165028814063e-07,9.70087977317619e-07
"ARHGAP28",341.873266091899,-0.58919102197208,0.203680605645035,-2.89272029659463,0.00381921243784003,0.00969775565067997
"ARHGAP33",549.904219591199,-0.420033952046215,0.181778513615739,-2.31069087149719,0.0208499358201215,0.0422601478209858
"ARHGAP39",291.722986663452,-1.05663278070638,0.205634695664898,-5.13839737642458,2.77091448144756e-07,1.83777669688878e-06
