"","logFC","logCPM","F","PValue","FDR"
"FPGT",0.580671824067165,4.02196391197979,23.8943648735632,0.000346217093069029,0.00168310894822699
"THRAP3",-0.59523961960125,7.96508209836105,23.8718204736151,0.000347517671732009,0.00168893993022492
"PLEKHM3",0.809887884204463,3.42880033235648,23.8683931190537,0.000347864115811349,0.00169013176314627
"TXNRD1",-1.7140948538227,6.27754866189132,23.8614050073446,0.000348156752532427,0.00169106155047673
"SARS2",-0.980333825158879,3.17718676838993,23.8608518462295,0.000348369675444499,0.00169160372499206
"JAG1",-0.563353756198619,8.68774387301343,23.8530763182425,0.00034866625473357,0.00169255168249881
"LOC123000100",0.625770453909323,4.33716316883856,23.8502546097646,0.000348890539825916,0.00169314824892559
"APBA1",1.15153252278439,4.2084989249703,23.8260110310652,0.000350409889975246,0.00170002752838368
"SND1",-0.762518673331534,6.38789122124986,23.8209354737984,0.00035064672169805,0.00170068242975188
"LOC125281492",-7.78166407044766,3.73347878290831,20.1772303311957,0.000350843706750693,0.0017011437453629
"PAPPA",-1.51806435456273,2.12508216310793,23.8260380555236,0.000351285247975926,0.00170279023394774
"FBXW2",0.500487936724219,6.88487155424923,23.8027294246047,0.000351773689352734,0.00170466304077229
"MTM1",0.714923666433219,4.46705817003226,23.7966055521529,0.000352203523969929,0.00170625084037536
"SMTNL2",-1.66334741578512,3.29458285606506,23.7868156701398,0.000353009443811357,0.00170965913637061
"OSR2",-1.26395375991116,2.40977626189961,23.7781379459271,0.000353848239672683,0.00171273405671433
"PMM2",-0.934976775678429,3.86573750948273,23.7707042773365,0.00035384948174528,0.00171273405671433
"PTX4",2.18637046506456,0.29673876281974,23.7431311763166,0.000354586897242852,0.00171580602638609
"MELK",-1.17164256141436,2.53265038204394,23.7571128967213,0.000355064415362394,0.00171761896643587
"ZNF574",-0.587893217023597,4.54743445746689,23.7397092560635,0.000355756671260289,0.00172046934647424
"GPC6",-1.05480477284057,4.5754187834303,23.7296322302259,0.000356375970520897,0.00172296535371409
"LOC113251497",1.66116332866742,2.17749524973748,23.745580482242,0.000356499227277094,0.00172306240124463
"ARHGAP25",0.636508107988891,5.41776262208021,23.7141584119587,0.000357320612598265,0.00172651586437956
"MMUT",-0.629020073080154,5.5666237463853,23.7125680118159,0.000357420524771552,0.00172651586437956
"DNAJC19",-0.563077714073313,4.76877210423308,23.696455116726,0.000358464703586261,0.0017310590182727
"SOS2",0.928706937959692,5.98165728603876,23.6867062689493,0.000359058677670978,0.00173308517272545
"WWC1",-0.754428771112524,4.74328002067837,23.686585286153,0.000359091843681062,0.00173308517272545
"MMRN1",1.41340786475387,4.34497795255707,23.6555755144087,0.000361108630437029,0.0017423152324958
"MAP2K2",-0.519705417611974,6.36074822005618,23.6463093380394,0.000361635205588046,0.0017438881651875
"MCFD2",-0.597058925165887,4.80278873205829,23.6465776793912,0.000361643494583168,0.0017438881651875
"TCAIM",-1.04374480333801,2.61006244251014,23.644851882619,0.000362115104617519,0.00174524969158432
"DUSP26",1.78369375613962,0.0884118345672807,23.7048183451354,0.000362134869234067,0.00174524969158432
"ELP1",0.67175666599455,5.6577036748316,23.6124561129238,0.000363812784538366,0.00175270164648964
"TSPAN11",-0.942143373689686,5.33809584144379,23.6115199152354,0.000363891047869908,0.00175270164648964
"LOC130542915",1.30504266733385,2.47498629794621,23.5948304334721,0.000365542429009382,0.00176014793022713
"P3H3",-0.909703734883867,5.29480972694684,23.5817403279241,0.000365822906351711,0.00176099069275504
"LOC123000236",1.46769360120102,8.59258124507943,23.5794202486986,0.000365949575219447,0.00176109278287883
"ZNF34",0.72114302060927,3.73352619481642,23.577622555263,0.000366172509942256,0.00176126871114646
"LOC113253825",0.850634278677373,2.32413196088946,23.5837529551319,0.000366197075579406,0.00176126871114646
"MN1",0.762147247121006,4.57824658787456,23.5719435059826,0.000366469198659771,0.00176207001106234
"LOC123001933",2.89756531743428,-0.231550069396192,21.2153256498265,0.000367322958497856,0.00176566669083353
"LOC113268106",-1.56101630206176,1.98808790212839,23.5729650107246,0.000367622350909263,0.00176659730585145
"AKAP6",-1.35105527585282,1.48768878061374,23.5731895238428,0.000368652736112438,0.00177103913703728
"HAS2",-2.45317299833307,2.86982829506541,23.5418031514333,0.000369291669981784,0.00177359838856077
"LOC125282529",1.10338041611117,2.82883748477303,23.498424629905,0.00037158829476171,0.00178411527723571
"FOXI3",-1.78833116024453,1.30564329411909,23.5394319224891,0.000373760201153186,0.00179402747888964
"LOC113245518",1.23300551506072,3.8856856017456,23.4475896658674,0.000374754206080973,0.00179804955058972
"EDNRB",-1.21990283652893,5.00690357360033,23.4443808814752,0.000374871936359382,0.00179804955058972
"LOC113270876",0.819188301896028,3.69548998547437,23.4449517311988,0.000374923854957748,0.00179804955058972
"PINK1",0.612967246279419,6.11978637927243,23.4416401462446,0.000375028839134319,0.00179804955058972
"EMP2",-0.670734404672799,8.04120631645061,23.4399442791901,0.000375141320186055,0.00179807259063919
"STAMBPL1",1.11823030527018,3.32921756970296,23.4393195872702,0.000375364836029285,0.00179862766050302
"NBEAL2",0.695318302092655,6.26017192790507,23.4307946849473,0.000375754383590858,0.00179997775432695
"AMER2",-2.69979939184085,0.812469195107444,23.5481198345138,0.000376360066453791,0.0018023621306888
"NRP1",-0.720397358459104,6.02855448122517,23.4180156472154,0.000376611791643654,0.00180290461830999
"FEZ1",0.782986008993486,4.16069040526178,23.4180174868688,0.000376689275602344,0.00180290461830999
"MARK4",-0.749464801495751,6.0475765440828,23.4072289218542,0.000377337073247037,0.0018050788671198
"PARN",0.551413829265361,5.22545460791716,23.4071148543676,0.000377359741608193,0.0018050788671198
"GANC",0.816702548979197,5.54592750316712,23.4024476413966,0.000377660382892417,0.00180599963743427
"KEF81_t07",2.08103126092029,0.228440310743765,23.3859304962073,0.000378367092249645,0.00180886117190863
"LOC123001084",-2.82120754758073,0.113414140555986,22.5180439732798,0.000378648076714319,0.00180968638610544
"ULK3",0.741262382590151,6.42428552836414,23.3849096431801,0.000378842596029109,0.0018100980003119
"PEX3",0.903042882216581,4.38241615309724,23.377883229853,0.000379385108088756,0.00181217160182327
"ZNF112",-0.792045471771649,3.25759009559573,23.371790850968,0.000379896869344449,0.00181409717505947
"LOC113248775",-0.736906306817448,4.22495027906948,23.3626703623277,0.000380413843931198,0.0018160465351078
"THAP1",-1.66066941353209,2.69349494398676,23.3666732499632,0.000380626452693282,0.00181654219306234
"LOC125282967",1.75135565642086,-0.630289372478711,22.3334388697051,0.000381514873277429,0.00182026196253137
"LOC130542747",1.29641911599132,3.32364275231384,23.3447826124784,0.000381776655379736,0.00182099067928769
"LOC113250662",1.2615674367099,3.3655920349428,23.3273382412649,0.000382950228660054,0.00182594372336736
"LOC113264355",-1.6635966919653,1.8443539123198,23.3496507084704,0.000383033766270787,0.00182594372336736
"LOC113257917",-1.5395460933126,4.56402697228815,23.3028223466626,0.000384497514716719,0.00183239840132834
"FKRP",-1.77655993288873,3.55588718127931,23.2784005379465,0.000386329563983216,0.00184060410526554
"HMGCS1",-0.853423191190734,7.96717678046647,23.2712890815887,0.000386617487817546,0.00184145049317319
"MSH3",-0.950641528318369,4.18782615382633,23.2551805280248,0.000387814890230557,0.00184662698943829
"SHF",1.01699484888715,5.81771801915828,23.2507967700195,0.000388041345757112,0.00184717857263342
"PARM1",-0.955229723413654,6.00713460224907,23.244202496725,0.000388499652335449,0.00184883319873173
"GPR15LG",3.93383472849529,3.52973925979193,23.2861126285767,0.000388610901399878,0.00184883573859731
"GPR68",1.19881144142107,1.92179382600214,23.2481080504651,0.00038941937630502,0.00185215441894547
"HPCAL4",1.63962728181392,1.21721908195429,23.3081864140064,0.000390290334615393,0.00185547203621408
"PIANP",-3.2062993555104,-0.210171004247331,20.6277368316904,0.000390339137865745,0.00185547203621408
"KRTCAP3",-0.815634422749793,3.82364519269211,23.2173003709662,0.00039046636522082,0.00185554861491817
"DNAH6",1.49440464687917,2.47692176582744,23.2187317554549,0.000390998179662393,0.0018575472552439
"LOC113243180",0.868290132707628,4.78886147197053,23.20509160752,0.000391262321019002,0.00185827346379304
"DCAF10",0.707183970538349,5.67209391743269,23.2017341511246,0.000391470919412386,0.00185873553689719
"LOC130541991",-1.94849007828391,0.926023374112755,23.3577401979979,0.000391639815656629,0.00185900889188461
"LOC130543918",-2.55317699312774,0.668859963167885,23.3097962471964,0.000391880925271173,0.00185941620510984
"ACAN",-1.02018574207193,3.46845532656987,23.1970919336265,0.000391948322773019,0.00185941620510984
"TRPV1",1.92226301330128,2.77263363901904,23.2004977988219,0.000392258264302189,0.00186035806747579
"CIAPIN1",-0.714440355808709,4.94971693057336,23.183745103201,0.000392762254920062,0.00186221944773144
"PPFIBP2",-0.727742488221345,6.95657221992,23.1717454639147,0.000393582939755305,0.00186558090007773
"TOP3B",0.749124179529295,6.40140704387171,23.1684393406359,0.000393817177526495,0.00186616147772842
"LOC123000837",-1.37322098205361,1.10568179497703,23.231842670123,0.000394203995330254,0.00186746454411912
"MED22",-0.480483195867412,4.82211236182532,23.1606478115633,0.000394395684575657,0.00186784275006492
"TCTN2",0.55761907389172,4.75876610203471,23.1578938549568,0.000394591887632655,0.00186822740735259
"ACAP3",-0.679522576371632,5.83597205032968,23.1559783569104,0.000394700658311272,0.00186822740735259
"LOC113268250",-1.87910838102811,2.20403884494635,23.167676464512,0.000395179518293321,0.00186996394898843
"MAPK15",1.2782983371866,1.47949090006054,23.1759646159793,0.000395942800208624,0.00187304499169513
"NBR1",0.531933445476533,7.80041998477385,23.1299068246661,0.000396553791739128,0.00187540406917352
"LAMP3",-2.01274818767811,0.630777475136799,23.3175483547334,0.000397127048181189,0.00187631256372816
"ZNF106",0.521373690261134,6.42793899416219,23.1208180894675,0.000397203180809477,0.00187631256372816
"SUPT20H",0.586002982381625,5.95248887395515,23.1200386117794,0.000397259500131992,0.00187631256372816
"SNX2",0.753387032729359,6.44203320702618,23.1185783344716,0.000397363330412392,0.00187631256372816
"KYNU",-2.63188460512825,2.42473119249232,23.1500180805786,0.00039751332830246,0.00187631256372816
"LOC113267330",-1.68433081369481,-0.166295159173392,23.1475724658843,0.000397597736845199,0.00187631256372816
"LOC113243575",-1.23754607140485,2.14845104778724,23.1263015873082,0.000397632715072391,0.00187631256372816
"LOC113243706",1.92193819643308,6.56794531104233,23.1146543746381,0.000397644778910951,0.00187631256372816
"CARMIL3",-1.80352983136481,0.78973281181212,23.2623656253497,0.000398780845607056,0.00188114162169272
"LOC123001738",-6.24327926233022,0.375722782764962,21.4360093852093,0.000399243620374859,0.00188279277510301
"TNIK",-1.92755910905684,3.84647442473957,23.0856425052952,0.000399896694867702,0.00188534017718683
"TRPM1",-2.20346107799472,4.11697985662871,23.0807873516733,0.000400236127622371,0.00188640787331809
"FGG",-1.66437042970246,1.54194208415036,23.1091146865449,0.000401188569133283,0.00189036340743699
"ZNF706",-0.595564100476876,5.91730975306214,23.0604717272893,0.000401543538662892,0.00189150227140526
"STIL",1.05847475513275,3.67935025036034,23.057535654284,0.000401891022437194,0.00189260524074414
"EPN3",-1.15228351728652,4.07604086968969,23.0463771216057,0.000402651714804407,0.00189527718026708
"MRPL37",-0.56190975794336,6.49154793878414,23.0447102799738,0.000402685396466112,0.00189527718026708
"PDCD6IP",0.473806150760312,7.75242538619829,23.0431208293086,0.000402800370199713,0.00189528413129473
"ZNF775",0.689695214161886,3.84925956491719,23.0325424941426,0.000403660264813815,0.00189830110458868
"ZMAT1",1.53997626945913,1.92718062496331,23.0540555915834,0.000403668915647309,0.00189830110458868
"LOC113259036",-0.673662163912294,4.31822753012691,23.026978843098,0.000404031654772814,0.00189947201662478
"PMS2",0.510429000211659,5.14578441754834,23.0150712455553,0.000404865415747293,0.00190285605898228
"RGSL1",1.18805376806504,2.04415588255878,23.0208320262635,0.000405442416963214,0.0019049428654732
"GM2A",-0.86152672385111,7.19419131142673,23.0055863695461,0.000405537570319015,0.0019049428654732
"RNF41",-0.539415594174244,5.19442611384013,23.0021805412542,0.000405794629571238,0.00190511557053807
"ABCG8",2.20617602555251,1.43223115045358,23.1205670435827,0.00040580250819833,0.00190511557053807
"RFLNA",-1.66870622874277,2.41549114383812,23.0113307178752,0.000405940593377202,0.00190522820933274
"TADA2A",-1.06601258356953,4.92055044682833,22.984624636339,0.000407104347820028,0.00191015327458462
"LOC130542619",-11.680304493007,3.65559075048514,32.1770597904907,0.000407255635748525,0.00191032636555186
"ZNF620",-0.753024954794469,4.32622591630665,22.9792511051989,0.000407528267623388,0.00191106839119432
"LOC113256755",-11.3067347408057,3.28528636777718,32.1461854586871,0.000408585427184428,0.00191548794176102
"TMEM183A",-0.650193495986242,5.7625604179795,22.9562745721381,0.000409167789391963,0.00191767974040314
"UTP15",0.728309602718077,4.87284341773962,22.9550126148229,0.000409288380435743,0.0019177066960989
"DPY30",-0.503667362050035,5.17150054576415,22.9441901825067,0.000410069254880089,0.00192082650413537
"SCN5A",1.53052644786223,2.88057119535905,22.9216556687981,0.000412192827905591,0.00193023220224214
"LOC113240790",-1.55656798985504,1.82505292967983,22.9357027760503,0.000412449602813498,0.00193077073842843
"LOC113257856",1.6761721754196,0.109267642115325,23.0326746948261,0.000412539073879433,0.00193077073842843
"LOC113248601",0.959318120935846,3.41021483862023,22.8930951296268,0.000414035690653001,0.00193723227744872
"LOC113255603",0.706210947139286,5.60747411329459,22.8820765216983,0.000414700139711181,0.00193979765631289
"PSD",1.1600889716437,2.62779754873772,22.8744384442419,0.000415771295097905,0.00194392798266353
"CHURC1",0.462793842923369,6.2873946889341,22.8667355558838,0.000415853290343947,0.00194392798266353
"LOC130543644",3.11914069240846,0.439719139038419,21.9524840081138,0.000415932372121493,0.00194392798266353
"ARAF",-0.44703565329185,5.7822935707342,22.8628003336961,0.000416150763649178,0.00194403633410088
"DEK",0.519593039239602,7.38317127785011,22.8622844890931,0.000416188388191548,0.00194403633410088
"LOC125280889",-2.66515259650497,1.74847165291619,22.9629592946416,0.000416682809751113,0.00194580152126226
"PPDPF",-0.566479785729096,7.94314048361844,22.8531661821362,0.000416876963069882,0.0019461639380218
"RGS19",0.842811663563605,4.53305585890559,22.841844859569,0.000417772086443032,0.00194979767230637
"EIF3B",-0.508039617708766,8.08174647768493,22.8361824137105,0.000418163206586857,0.00195107778340149
"PKN1",-0.490315484239052,5.68338320873426,22.8254268427877,0.000418981815084478,0.00195435120952394
"SLC15A2",1.28317119573461,1.91173504502655,22.8418211406063,0.000419111936416558,0.00195441223854234
"MDP1",-0.738699424324579,3.84033518217488,22.8221701874612,0.000419320557685932,0.00195483919396912
"ATP6V0C",-0.584543077425839,7.55975826025884,22.815712392633,0.000419719710924447,0.00195615390810141
"LOC113266349",0.6412729953688,4.92243185770439,22.806829183415,0.000420425865891506,0.0019588983076234
"CBFB",-0.485875931982923,6.00567726145027,22.8029762878504,0.000420692468783579,0.00195959373395174
"LOC113245143",3.13731134868488,0.0434899360984774,20.8306283443854,0.000421571490653144,0.00196314063647988
"CD177",0.851302123837797,5.71144669085812,22.7853221878795,0.000422044832179831,0.00196479694802649
"RFTN2",-1.37127037472909,3.47201705935709,22.78592410956,0.000422171427930407,0.00196483853818558
"SNX11",-0.607973730056573,5.04700223195731,22.7704082584157,0.000423216013604427,0.00196915135446652
"ACAD11",0.593406079812267,5.83924463221963,22.7605015491777,0.000423952806551162,0.00197203006033366
"B4GAT1",-0.717847355815271,3.43763171185234,22.7496811130626,0.000424953127200864,0.00197613262910811
"TXNDC15",0.653138676756498,5.37430239600911,22.7404340528552,0.000425504676783988,0.00197814660289973
"ABCB10",0.446280192140655,5.4277778918557,22.7348808668756,0.000425934430423986,0.00197904502477213
"TRUB2",-0.880543283035375,4.38469800743299,22.7342776726212,0.00042603802311175,0.00197904502477213
"SPATA18",1.50954559956662,2.57683987697163,22.7411631076232,0.000426139102474418,0.00197904502477213
"ADAL",-0.672561520749105,4.30459696747895,22.7325520532077,0.000426171980901886,0.00197904502477213
"LOC113252265",-1.23460088046764,5.76703513160621,22.7194851815755,0.000427129514221852,0.00198248110710148
"LOC125281500",-12.4115689437847,4.38243159945998,31.7250950243626,0.00042714935165885,0.00198248110710148
"LOC113254988",1.30828936581136,1.40394751097393,22.7354892236511,0.000429225266124393,0.00199156230036433
"PHF5A",-0.673961504446613,5.97735096682147,22.6822172553632,0.000430038203970541,0.00199477999114002
"MAN1A2",-0.58724748735907,5.58308288368871,22.6724898856333,0.000430802311442479,0.00199776945259038
"XPO1",-0.752495491246023,6.95329703441618,22.6488991291596,0.000432658214666395,0.00200581885805501
"ZMYM6",0.683304543896073,3.93639830735014,22.6439368344519,0.000433142583833009,0.00200750707949692
"HGH1",-0.970087249250298,4.53012526703341,22.6416763065018,0.000433277382535377,0.00200757464233026
"LOC130542449",1.58411470672006,0.851898950946585,22.774801945907,0.000433779420535323,0.00200934328530357
"LOC130542142",1.85777735230179,0.393742197545056,22.793009361393,0.000434297638451365,0.00201118587479183
"AKAP13",0.57364374614988,7.61793997102013,22.6256029510608,0.000434501623070317,0.00201157266527619
"ZSCAN20",-1.28730666178782,3.13252899421951,22.6265622490156,0.000434696312333194,0.00201191621941574
"AP5S1",-0.831153672094867,3.52335064779124,22.6231428841362,0.000434854616293433,0.0020120912267897
"LOC130542678",-6.96256127055264,2.85547073737753,19.0808027082732,0.00043519970468358,0.0020131301574823
"LOC113256242",1.50434479396611,1.33183913564217,22.6678085723426,0.000435932872171075,0.00201596317706585
"ERMP1",-0.877370047705136,6.88541501750426,22.598006954331,0.000436697626250058,0.00201866765556382
"ZNF229",-0.9825995157273,3.63330122064347,22.599008209878,0.000436759461018749,0.00201866765556382
"ABCG1",0.919413902633609,5.68271563598685,22.5957149342215,0.000436882497839686,0.00201867759585637
"SVOPL",-3.23529773978621,0.744393825438288,22.2627673167347,0.000437030711960738,0.00201880383375722
"ZNF292",1.0482916045535,5.93878307584369,22.5911549985855,0.000437246195087255,0.00201924065590765
"AVIL",2.63392804654536,4.33872288268046,22.5892860625229,0.000437594235608936,0.00202023565295321
"UTP4",0.716642015572519,5.39652743458379,22.5855109955132,0.000437703610538638,0.00202023565295321
"ING5",0.524952351711773,5.1185432144393,22.5754364118353,0.000438526043560356,0.00202297786775976
"CDC26",-0.680998717161337,3.71088927132736,22.5762211127891,0.000438540025228477,0.00202297786775976
"TAT",1.56655322863235,1.53477594587662,22.6085823963881,0.000439450896305545,0.0020266198612003
"FN3K",1.24682344375608,4.04188551975641,22.5513738224104,0.000440557045545686,0.00203069724815534
"CFB",1.35182339781093,2.75716076056229,22.5556853864838,0.000440578246006755,0.00203069724815534
"SAYSD1",0.582380885363484,3.77167111800111,22.542126821114,0.000441281911461416,0.00203255509722286
"FAHD1",-0.892386269829556,4.6142425026694,22.5394597083866,0.000441436912021361,0.00203255509722286
"ZBTB17",0.619089882551049,5.66837411791679,22.5377097709307,0.000441542063276284,0.00203255509722286
"TBC1D10B",0.410299347421519,6.27162656463147,22.5373368257743,0.000441570997721708,0.00203255509722286
"STPG3",1.00975374727582,2.38754655359945,22.5427493737546,0.000441752288965244,0.00203255509722286
"EGFR",0.529072803503198,8.28294873042598,22.5344068533065,0.000441807179012326,0.00203255509722286
"EXOC3L4",2.71147674820063,0.625579917653028,22.4362493391364,0.000441865944566625,0.00203255509722286
"ANKLE2",0.586666332437287,6.70570078861997,22.5325841985439,0.000441955060663285,0.00203255509722286
"CMBL",0.80028942729879,4.94559462468741,22.5291786849078,0.000442260462065344,0.00203339962996398
"RDH14",0.815441354488062,4.00419541719657,22.5232497054472,0.000442804527084137,0.00203534070954528
"APBA2",-1.05284560702444,0.882550276442916,22.586878094283,0.000443358230419203,0.00203732501094394
"GIPC3",-1.60263386802491,0.548544526384354,22.6843492770582,0.000443956323173377,0.00203951214323857
"SASH3",-1.3858312750715,1.05642686450555,22.5775730756341,0.000444184654791327,0.00203999987633673
"EIF4E2",-0.525899280907286,6.31485032532307,22.4969961348718,0.000444846135364471,0.00204247611065474
"KIF25",1.56297930718328,3.47050616780617,22.4979795926335,0.000445000906340797,0.00204262510582325
"PGM2L1",0.983013015544124,3.57095319664587,22.4780155891312,0.000446548140914721,0.00204916389258998
"AP2S1",-0.684512475220381,5.16068395875538,22.4690383260644,0.000447160157316834,0.00205140864478951
"LOC130543116",-2.52320960992729,1.77301971090945,22.5501732017423,0.000447393335980068,0.00205147744197644
"E4F1",0.755153302485225,6.02499222796326,22.4655322452633,0.000447420854163615,0.00205147744197644
"PRCD",1.48321806447339,1.13311871942069,22.5448658675877,0.000447648645184701,0.00205195847541568
"ARHGEF3",0.601303875282212,5.17311588678276,22.4536729258084,0.000448417810650651,0.00205492014820396
"AMFR",0.700831266857403,8.07898991057265,22.448296216489,0.000448837079768939,0.00205585276986518
"LOC125281165",1.20193985214016,1.99316575714381,22.4625480834447,0.000448867548890858,0.00205585276986518
"HECTD3",-0.655417784070718,5.26050006508405,22.437859329088,0.000449706209878918,0.00205912914690651
"SERP1",-0.481851597373378,6.51184824128692,22.4351669153381,0.000449920830231377,0.00205948696932285
"NDST1",-0.476280517040036,6.97913953005148,22.4338301917581,0.000450031016890776,0.00205948696932285
"LOC113250192",-2.48137380011431,1.03262898210221,22.6066569048822,0.000450544255261504,0.00206127082701695
"NADSYN1",0.666244223380228,6.76308957573653,22.4246813384193,0.000450788034876293,0.00206182125291679
"AIMP2",-0.676997959799943,4.82113310841189,22.4222813000716,0.000451017292918744,0.00206230497657451
"KEF81_t01",1.80400299810945,0.474020580705494,22.5999989056729,0.000451384008618912,0.0020634167971331
"LOC113269518",2.12869140552851,-0.695947014722147,20.5715808265566,0.000451874648942642,0.00206509435213278
"WDR36",0.47523025238467,5.62951993786018,22.4051512600627,0.000452410247743866,0.0020669763959165
"ANXA3",0.602445305024533,4.9056930047409,22.4018250962828,0.000452715348601261,0.00206780459690713
"PXK",-0.810702922603364,5.02883190161192,22.3710356767713,0.00045528530753962,0.00207897439174299
"LOC113241272",1.50271920921166,-0.139686835695676,22.4205364861385,0.000455745071775852,0.00208050490803306
"AS3MT",0.820286833611409,3.93915085598437,22.3611347239748,0.000456183968835065,0.00208193935380617
"ZNF777",1.17300434392593,5.09907919096457,22.3495750259812,0.000457088451618591,0.00208549728239859
"PAN2",0.691601374860624,6.43542786688881,22.3348520984733,0.000458298915102979,0.00209044894381443
"EFS",-0.667949004490304,6.98507697174032,22.330153792623,0.000458695314168057,0.00209168570488596
"LOC123000648",1.42861456663693,0.261741085019162,22.5211293891599,0.000459084069193737,0.00209288694279722
"ATOX1",-0.868577511742013,5.36230250930414,22.3199353748926,0.000459572734823063,0.00209454287631286
"PRAG1",-0.794620211862286,4.50700606422658,22.313362758538,0.000460171879393169,0.00209670128621734
"NGRN",-0.556905211070583,6.28179368714746,22.305672458202,0.000460769988294031,0.00209885380101528
"ESPNL",2.11470997088058,1.20771956446223,22.4414538478971,0.000460942405957081,0.00209906660405708
"PTRHD1",-1.07540103464236,2.49417034463101,22.3069352299394,0.000461198689535225,0.00209966110047675
"TMUB1",-0.535173047884051,4.74987879818939,22.296633597982,0.000461574512389645,0.00210079934107241
"MYO5C",-0.913391768174777,3.27782444831666,22.2885434477035,0.000462424331989894,0.00210409371114421
"GNAT1",-2.41673019035897,1.61596022823047,22.3753391685834,0.000462776700170734,0.00210512343125881
"ITPRIPL1",0.808971206945892,5.22210624299122,22.269646651272,0.000463870671191722,0.00210952514657695
"MTFMT",0.579566304745247,4.98731623962122,22.2669677535554,0.00046410108420268,0.0021099983678466
"SLC22A3",-1.3432456126289,4.12532633475602,22.259641364852,0.0004647986287978,0.00211252250582642
"GMCL1",-0.820707396876472,5.1941838418816,22.2575293448067,0.000464909288515007,0.00211252250582642
"SLC26A9",1.93433866252606,2.93426671864877,22.2578915140942,0.000465511854947539,0.00211468511038329
"HS3ST2",-1.36764415546709,1.30764151067935,22.2855263017232,0.000466330776543663,0.00211782911000887
"ATM",0.479189604995295,5.72638973036146,22.2378580400885,0.000466573847997029,0.00211835690258357
"CFAP300",0.624915071653295,4.07772875079055,22.2308604674734,0.000467269017563006,0.0021209364839045
"ORMDL2",-0.694403910741286,4.64202482013344,22.2274212011016,0.000467521460480312,0.00212150567080455
"STX19",-1.61776337511091,1.83519274551118,22.2394164323925,0.000468467449141796,0.00212522084575356
"LOC113243118",-0.697502665616466,4.46221564825435,22.1947325129737,0.000470368150404828,0.00213326391733032
"PRSS36",1.65015026440161,0.770292610465962,22.3420482664581,0.000471037761155081,0.00213572076392308
"ANKRD12",0.936730742271263,6.65543319162208,22.1702662669111,0.000472441343740736,0.0021415032570919
"PLEKHG4B",-1.37136604593533,3.62569136898694,22.1515720090238,0.000474245012495694,0.00214843889699658
"TSPAN14",-0.512604886595737,4.82474202357677,22.145569289,0.000474638162222578,0.00214843889699658
"LOC130544784",1.34822578417727,1.13429985577566,22.2134786670457,0.000474733116633069,0.00214843889699658
"UBA3",0.544535631679219,6.36559359703826,22.1425640808402,0.000474871545560733,0.00214843889699658
"TRAPPC12",0.675752609151173,4.48114436363772,22.1429197546532,0.000474901845478998,0.00214843889699658
"TESC",-1.57294200737107,2.61278069198999,22.1492440498411,0.000474962533532798,0.00214843889699658
"PCDH12",-1.29728715867029,3.47551791726204,22.143189000145,0.000474996541085158,0.00214843889699658
"RGS16",-1.77255808158518,2.13797153710689,22.1579784847813,0.000475009222311046,0.00214843889699658
"OSBPL7",0.712429154897199,4.46760009448772,22.1403004959111,0.000475132806616634,0.00214843889699658
"PAXIP1",0.620678817939391,5.05761057328193,22.1385110264573,0.000475257996616885,0.00214843889699658
"EHBP1L1",-0.500480120728841,6.49081936709847,22.1259404083462,0.000476336614667186,0.00215267954403341
"CINP",-0.761921084402002,3.67525787723243,22.1260075956589,0.000476453895128301,0.00215267954403341
"CORO6",0.810232521639717,3.67454959765923,22.1063024255291,0.000478215757284382,0.00215955637667311
"TOX3",1.29775414783481,2.14213749125842,22.11541656211,0.000478361155149884,0.00215955637667311
"ADIPOR1",0.753082915626379,7.14590148310114,22.1028215456634,0.000478382785472295,0.00215955637667311
"ADGRB3",1.59389944817456,0.263229823694762,22.2792897534428,0.000478493238738278,0.00215955637667311
"ERP44",-0.512578353567846,5.784529729208,22.0988241915472,0.000478739033518767,0.00216008190238581
"ZYX",-0.547387173104085,7.35007806905966,22.077224939752,0.000480660464063432,0.00216772685535389
"PEX1",0.55833305478085,5.94727727059297,22.0768740032445,0.000480693008286452,0.00216772685535389
"BORCS8",-0.970924186899749,3.85829081109225,22.0736782184284,0.000481082620982709,0.00216889813385266
"MTIF3",-0.789357894323578,3.80353772022262,22.0690960725955,0.000481491430963873,0.00217015530517293
"FBXO34",0.491660987060668,5.35057445101625,22.0643410719326,0.000481814725994263,0.00217065789551316
"STX7",0.58414564715429,5.9844289055939,22.0637824139568,0.000481862915064811,0.00217065789551316
"CTNNBIP1",0.576363965208308,6.35215752017875,22.0515345449158,0.000482959930988529,0.0021750129146649
"TMEM135",0.62232178169101,5.02612015397533,22.0500312481608,0.00048312511718603,0.002175170216201
"LOC113248236",1.27195889656952,2.85682473358036,22.0383824095879,0.000484577078405944,0.00218111930789781
"EDARADD",0.745169459134132,4.22234746064582,22.0300980317806,0.000484975687573387,0.00218232525108811
"LOC130542736",1.6165826418111,0.283713410804019,22.1996157063809,0.000485493336031119,0.00218406606098697
"SLC16A13",1.63673974414667,4.43229318055197,22.0213379289286,0.000485753265081378,0.00218464685526365
"S100A2",-1.19562022261154,9.1861548820302,22.018085226118,0.000485971482559224,0.00218503979193766
"CORO2B",-0.610124264220175,3.58733971841625,22.0131830671241,0.000486550145943527,0.00218705272869743
"LOC125282587",-1.78039119346434,2.94148892082714,22.0087543117259,0.000487346176350133,0.00219004138828603
