"","BrownBear1_S","BrownBear1_W","BrownBear2_S","BrownBear2_W","BrownBear3_S","BrownBear3_W","BrownBear4_S","BrownBear4_W","BrownBear5_S","BrownBear5_W"
"ACAA2",6.75763957233129,7.1493983703863,6.45558878134598,7.01081466346249,6.58424739667782,6.70941070185878,6.51277447342419,7.10398500507416,6.21291409681365,6.813548445145
"ACACA",7.60353644942308,6.21280791605838,7.31664821299925,5.98120768466156,7.66306993578612,6.38256616468624,7.85297784958892,6.18852206377761,8.36492127891213,6.34804729004732
"ACACB",2.81372659400395,4.00883979854362,2.55211978265721,3.66611655357954,3.26296121918625,3.66890989433666,3.4372788614914,4.21376710806565,3.27187002359769,3.95724162341197
"ACAD10",3.19879506572843,3.24442096940928,3.24557083758426,2.45974195983951,3.2474678286815,3.71367210877058,3.25395043051277,3.27564677475363,2.98859537298803,3.34607266473917
"ACAD11",5.83184318369996,6.28651264967698,5.48717023272237,6.12519628658376,5.33123319341857,5.92639673644259,5.52293137815844,5.92824633318433,5.33116716217991,6.22097554288063
"ACAD8",4.80496613649426,4.28990115969243,4.95595861681832,4.30011658489937,4.62827286238018,3.67861940493811,4.59080194035436,4.16363949005671,4.56275466738244,3.73848950192368
"ACAD9",7.28026248079349,6.58649236615528,7.41391182210575,6.74677220366484,7.31526958570084,6.15573285996973,7.24828800815064,6.86112127126711,7.15631290646317,6.29167075570377
"ACADL",4.97904495619391,2.76639993906744,3.55583047957005,2.64426616456589,3.70183887301898,2.73324330835376,3.71934203736213,2.54220513221546,4.11064403451597,2.99701009508018
"ACADM",5.2276608680903,5.18778796327961,5.25879681392458,5.25368612510031,5.05176149635855,4.75669156953927,5.20677659668033,5.49356748543852,5.18386144732803,4.99330123134468
"ACADS",5.75557041975916,5.74359856006031,5.31407230715653,5.41466126102435,5.58299670738128,4.54299669392353,5.23180618119062,5.48059713295669,5.26561647170656,5.18332534894499
"ACADSB",5.23766450170002,5.50586029297768,4.91767847533152,4.53621894090584,4.86713336506405,4.04672767348259,5.29763283060987,4.66406974049531,5.49267052596993,4.36547775108418
"ACAN",3.3167353977834,2.88977472129825,4.05627578189324,2.96634037627163,4.03659705258614,2.8409307724652,4.23057891002179,2.35995160018122,3.60593208132465,3.21110214731828
"ACAP1",3.77392420387964,5.03177379272896,4.35561540476981,5.64219755256974,3.94076569342682,5.44375418184417,3.96373705634919,4.82518409366997,3.59015105947085,5.16518222860032
"ACAP2",6.09450038193901,5.84160598714678,5.75198967045567,5.85124812926911,5.5527011376372,6.20135080685211,5.81086363451319,6.17017445627692,6.04048817129229,6.38084517347019
"ACAP3",5.70238537214815,5.46576966382965,6.25404181466122,5.49289207991702,5.96770217788524,5.50869880407926,6.06974452272764,5.35017074137818,6.54595658504111,5.46496437429967
"ACAT1",6.63881783613471,6.64195281670925,6.40446165358831,6.55568070785992,6.6125992043726,6.8030069985364,6.28745847559809,5.82207805203989,6.58529586864296,6.62522845085758
"ACAT2",6.17934046803727,5.46477778981444,6.57943757673573,5.46660352332914,6.37458491487974,5.16397002598016,6.38737451107162,5.91315548321473,6.30016998751393,5.46681719478061
"ACBD3",5.57403955631964,5.55142243684342,5.42521270838087,5.62309955593905,5.49388856170419,5.89758658696581,5.78532800277414,5.76972579005322,5.90513742243977,5.9340643068152
"ACBD4",4.48208801836559,5.22575536193629,4.82143648675571,4.75585886355383,4.85257764817873,4.34178595490663,4.42086813912675,5.05754435764996,4.55870602935846,4.64618275567337
"ACBD5",5.00563259223602,5.18055648140721,4.87994856406085,5.10429544028396,4.65536137379202,5.04640402431813,5.13277359765768,5.18180265151604,5.01388422265721,5.12585342671514
"ACBD6",4.57575727502096,5.02774959027562,4.49108677239466,5.47067922714462,4.53654846629497,5.45321290482637,4.46174263278386,4.87701094827189,4.39123235035471,5.15831929990297
"ACBD7",1.72933063747905,2.22587388694839,1.78150237891002,1.39171809166438,1.30199315758744,1.70981643200439,1.10649922714826,1.61342152851065,1.60218550173471,2.22121950711039
"ACCSL",0.861245308311724,1.33424264117755,1.56081595779073,1.3744191266891,2.1179280831872,2.08562839167763,0.402986187171183,0.721113790569948,2.10245272136763,2.26446995975332
"ACD",3.02485851218335,3.57922472809299,3.12172508961126,3.25805088625247,3.2651610403625,2.97304779803953,2.84813298849433,3.23208823085619,3.10421976108119,3.11984745845904
"ACE2",3.59872281874442,5.3967190012853,3.28459783614574,5.41466126102435,3.14607507147219,4.59690240744285,3.89376909572856,4.39848722075586,1.99868509517498,3.82770230277802
"ACER1",4.93361350295527,3.27190044430827,4.70038490932085,3.20031590065778,4.26040090805107,3.35851181637042,4.77722359765913,3.98360302643065,3.41310881528371,2.54613656179737
"ACER2",3.76010985890959,5.24898739768133,3.4653112078083,4.98968134030016,3.72119718390668,5.2597944028273,3.3441590167249,5.07983090235278,4.09953953754048,5.02382762275027
"ACER3",6.59863063105335,6.07400494398023,6.4736442734093,5.95961973241688,6.65620567322789,5.93722245192798,6.5685730166506,6.4408597442194,6.91796229895985,6.49782220188407
"ACHE",1.9400454106743,2.38533792571928,1.9118560236301,1.91879611611185,2.09832087889926,2.1145296977103,1.66396913142636,2.28519822948976,1.72287983448628,1.90869222861686
"ACIN1",7.46803180547739,7.67362981907336,7.99504178319907,7.83493158392681,7.98006135830698,7.6249037174958,7.92526851300192,7.57150277066498,7.95738430354903,7.73417985933927
"ACKR1",4.53577654770097,4.03580611725011,4.87675940809409,3.24858741590547,5.32069608018571,2.935747361468,4.48968098572906,4.53738118270431,4.27265591823198,2.03395382278258
"ACKR2",3.10354755508376,3.43474391780826,3.80433462845191,3.54764430926609,3.87890578098187,4.08860076222371,3.26322938400503,3.56964509983986,3.1693926971114,4.35751030069743
"ACKR3",5.13970711533928,5.23043179434693,4.69315108065322,5.14566962834356,5.47310501629679,4.30882082927522,5.29763283060987,4.94603716720792,5.64364592786391,4.41237996439815
"ACKR4",5.67135340095529,6.95047885752759,5.31878026697535,5.66993568095877,5.0593870077387,4.92112979781395,6.18743392825106,6.37729964501816,6.8491856053552,4.45033301622405
"ACLY",7.88983032205639,7.06322775525141,8.28139465907789,6.95311671259899,8.29154598920357,7.17864829890155,8.30491945117185,7.27738841231262,8.63648787373257,7.01724006647796
"ACO1",6.6687024676414,6.43063444827519,6.35718824903569,6.76181826838145,6.44516435775895,6.66002819819364,6.505462173606,6.18852206377761,7.01940145724449,6.59674470817787
"ACO2",7.32552028757132,5.61001655299456,7.46072285002583,5.61575710775376,7.44026601000941,5.35520903676048,7.28448192284608,6.12801877739397,7.3941393317689,5.45752920494618
"ACOT11",3.26875970064494,4.11380659601941,3.6781171428271,3.62282149684234,3.35051161167845,4.44019964610589,3.5247509147746,4.40634683885656,3.05907580830451,4.70230734135199
"ACOT12",2.50136516323386,2.16854620315277,2.56279579412467,2.20960661287182,2.77825974263533,2.8176852680753,2.4534275798541,2.76639676021762,2.95202043673542,2.91795190190788
"ACOT13",5.0288615918352,4.46280636086533,4.50354623937804,3.93748025740562,4.21104726397495,4.16886835144619,4.49362837655562,4.34223729403339,4.46663444660488,4.45780526886687
"ACOT7",5.09363414525667,3.2258061595624,5.05662707221405,3.72189346747911,5.50696024567732,3.84594041261837,4.8666889447378,3.94365384337071,4.30685142729345,3.76884421465822
"ACOT8",4.87393378553231,4.86285550997383,5.01661912981907,4.518610535308,4.84964879870251,3.41768592035581,4.43119584218375,5.08596099589082,4.36828394147736,3.81321136369298
"ACOT9",6.1741409557647,6.81926855415825,6.5477042039595,6.99475065632537,6.61432586541774,6.84600762540092,6.67495476344463,6.66378275716507,6.61386812183714,6.75371857714949
"ACOX1",6.26008086940997,6.80758048531013,6.53461045451978,7.03315126394089,6.14300792209863,6.5149183611504,6.48280385961355,6.75509205610073,6.2293465800927,6.02238187092127
"ACOX2",0.22009268675057,-3.03584213991832,1.18111512727962,-2.43844648819419,0.954826800102063,-3.03584213991833,1.64988869782796,-2.07617727875232,0.319425483297937,-1.30136682179201
"ACOX3",4.5398248488713,5.24437082301593,4.92077854394621,5.59537054200859,4.8378735769105,5.9573042846118,4.8908359971272,5.68017808718668,5.11660217755338,6.25996533738745
"ACOXL",2.32492934152747,0.207428284264016,0.133825986644794,-0.304048152725003,1.40134373948798,-1.29254919018041,0.0638446221615105,-1.28646014009477,-0.617568633294392,-1.30136682179201
"ACP1",5.64152420274832,5.42146894573048,5.55358318176569,5.43670521657567,5.50043920830404,5.7442170813202,5.30887792264077,5.11022417243424,5.22659451207795,5.50518666561269
"ACP2",4.22984436356811,4.27186764432012,4.35561540476981,4.41455417413619,4.56182275149009,4.11744317512921,4.44145013833785,4.38661692161378,4.28250904894454,4.23239631892644
