"","logFC","logCPM","F","PValue","FDR"
"LOC113252197",2.00162937923921,1.85032186119533,56.678308201009,6.06979071708394e-06,8.76053890964432e-05
"LRRC75A",-1.64093605447011,2.03948290502094,56.5257312162933,6.09067123067369e-06,8.78308453203972e-05
"SLC1A4",-1.54221962970997,4.54228680398206,56.4228073897806,6.1064230988936e-06,8.79820184024368e-05
"EPHB3",-0.982574078090671,6.77427800077711,56.3507733861288,6.14467378367057e-06,8.84568168219956e-05
"POLH",1.18441839407372,5.0625259151072,56.2382652586179,6.20889986089186e-06,8.93044089380131e-05
"MTTP",3.62792493163469,-0.553390220083283,38.1673038318666,6.22357807305732e-06,8.94384941841517e-05
"FKBPL",-2.98820759592904,3.35164775131127,56.2153368886667,6.25019280547209e-06,8.97437400331715e-05
"JARID2",-0.882287630946014,6.22979522575906,56.1344165728659,6.26710011601378e-06,8.98957242885136e-05
"PEX5",0.721704903909617,6.2204024702131,56.1266542015443,6.27154433176348e-06,8.98957242885136e-05
"RNF25",-1.06417040338417,4.16027393283733,55.9894521524337,6.35348432764844e-06,9.0901781560482e-05
"LOC125283411",-11.7975999645341,8.13936688103175,46.6244332633906,6.35651127414729e-06,9.0901781560482e-05
"SPON1",-2.14365151402811,5.45998964180106,55.9765990645179,6.3591554126684e-06,9.0901781560482e-05
"NDRG4",1.4588214227006,4.21953976099075,55.9655702623887,6.36824653703759e-06,9.0901781560482e-05
"AGGF1",0.706934099757443,5.50951025448382,55.9497968093661,6.37385271579776e-06,9.0901781560482e-05
"MUC13",-3.60631616287983,2.73350904039074,56.2978888546627,6.37439285030986e-06,9.0901781560482e-05
"TMPRSS5",2.00593922805739,2.73900048552682,55.9675440822405,6.39056960089237e-06,9.10224144944547e-05
"MRPL24",-1.10720835509247,5.47868800494885,55.9094895841534,6.39774831907852e-06,9.10224144944547e-05
"LOC125281112",-9.87957238754738,9.74133403119986,55.9851798673395,6.39920442041379e-06,9.10224144944547e-05
"MCOLN3",2.42339928298699,2.18752324917608,56.0733124071203,6.41088873745412e-06,9.11110051291458e-05
"BLMH",-1.40466295592597,6.3933983109588,55.8690514254669,6.42113614341798e-06,9.11135021715527e-05
"COMMD10",0.929503413696805,5.87048952495584,55.8676597783256,6.42197688819196e-06,9.11135021715527e-05
"NKAIN1",-2.38672904061077,2.9939070403409,55.8000632435158,6.48738113560039e-06,9.19633086446442e-05
"GET3",-1.02297691747971,5.34242601283835,55.6607378340641,6.54599054172166e-06,9.2715433465827e-05
"DCTN6",-1.17355576134949,4.48024451709274,55.6462228342784,6.55579999470951e-06,9.27756814505543e-05
"LOC130541937",1.51035766113343,4.07881898214727,55.6368462461585,6.5639405162302e-06,9.28122291960441e-05
"FUCA2",0.970928100121557,5.86594081475366,55.5912507706256,6.58714766158879e-06,9.30615725895695e-05
"CUNH1orf162",2.07569417497555,1.23196098190022,56.1038193546355,6.61721849591098e-06,9.34073809494652e-05
"RFXANK",-1.93990566229827,2.77624000028334,55.5096538144727,6.65896810767353e-06,9.38422600524921e-05
"RNF157",-1.45533274856959,3.44196455401159,55.4754877164067,6.6641623046749e-06,9.38422600524921e-05
"ABHD6",-1.79263575484712,3.65980012853823,55.4730746903839,6.66578150276061e-06,9.38422600524921e-05
"SNX33",-0.787685356529328,6.05778544215516,55.4547601732687,6.67050498127481e-06,9.38422600524921e-05
"FNDC10",-1.06628299349093,4.10655674329779,55.4081349443325,6.70222083054979e-06,9.41864012213964e-05
"DENND2C",1.1289823950973,6.59081686876878,55.3968333692912,6.70624774251394e-06,9.41864012213964e-05
"DPF3",-1.93262582526671,0.649970002961728,56.1256526263294,6.74254322132823e-06,9.46165792041682e-05
"RAB11FIP5",1.07381433797003,6.22527362849797,55.2919895679955,6.77154818907887e-06,9.49438146174878e-05
"SHLD1",-2.89018627316895,2.38361358037686,55.4914518038425,6.77998399130674e-06,9.49823428446571e-05
"LOC123000710",2.57448684447959,2.3821763256018,55.4089709244401,6.7997717620066e-06,9.51797054935023e-05
"ACTG1",-1.31191218466081,11.2045900531189,55.2171343374611,6.81857232977256e-06,9.53629307662244e-05
"PCOLCE",-2.37584496006726,7.15034473764151,55.1948231308512,6.83270711138992e-06,9.53764295778265e-05
"FOXJ2",1.0094658314785,6.6931973781731,55.1925667913172,6.8341216705219e-06,9.53764295778265e-05
"LOC130541802",-1.10546766140228,6.9975886199262,55.1885268610713,6.83667202854412e-06,9.53764295778265e-05
"SH2D3A",1.1460814452528,5.17438487357536,55.169696406886,6.84957663799323e-06,9.54245601027929e-05
"PXMP4",-0.775389841162967,5.84025760486119,55.1651227167922,6.85155084515532e-06,9.54245601027929e-05
"SH3KBP1",-0.958487462509699,4.19431845971671,55.1062728629439,6.8919182438475e-06,9.58269635923356e-05
"ST3GAL4",-1.02962446212168,4.86098508732831,55.1032946095466,6.8919206703632e-06,9.58269635923356e-05
"MMP16",-2.37645764119844,2.5502382819175,55.1216840688765,6.92883021373652e-06,9.62600130941648e-05
"YARS1",-1.02484844066565,6.35406850431135,54.9707663502624,6.97621072288454e-06,9.68376914891513e-05
"STRADA",1.15094983984576,5.87796132161482,54.8908476981499,7.02828425639132e-06,9.74795006623576e-05
"LOC125281251",-2.62127600789391,0.927243004358439,55.5700656919202,7.04470220021226e-06,9.76261261753896e-05
"SLC52A3",-3.55882055182767,1.47652198703158,55.1752048702771,7.0662678575528e-06,9.77840765750882e-05
"MLST8",-0.890747827526572,4.2392605297904,54.8349719181849,7.06781127170079e-06,9.77840765750882e-05
"CUNH3orf70",1.0018149758956,4.03704896736482,54.8112044330139,7.08376564624501e-06,9.79236775882826e-05
"BCKDK",-0.717354473716625,5.353781945197,54.7841233331061,7.09850940056427e-06,9.802501091097e-05
"S1PR5",-1.77973387729679,6.16710321918393,54.7700585982893,7.10778879622856e-06,9.802501091097e-05
"MGAT5",-0.985169717436974,6.6446017123472,54.7685934211282,7.10870640237048e-06,9.802501091097e-05
"B3GNT9",-1.58745085225638,3.42747682205086,54.6087787860009,7.22328512043757e-06,9.95197020323031e-05
"LOC130542805",2.10775280971043,3.40567933174633,54.6044427272567,7.23253877328344e-06,9.95197020323031e-05
"ARHGEF10",1.47154874220904,7.43801307888508,54.5639903977521,7.24578481337597e-06,9.95197020323031e-05
"LOC130542250",2.07898287110641,0.818498606493159,55.3225616854232,7.24644525658084e-06,9.95197020323031e-05
"AEBP1",-2.0500895193347,7.32964121520415,54.5623594114237,7.24689847723101e-06,9.95197020323031e-05
"S100A13",-0.833265789448333,4.8831149927528,54.5409100908429,7.26248713765439e-06,9.96518263859414e-05
"CLMP",-2.63388823476037,6.59889008959491,54.5165203129258,7.27896059857166e-06,9.97958645612054e-05
"L3MBTL3",0.956421892665718,4.37698599299926,54.4989388124434,7.29283689145986e-06,9.99040879823529e-05
"COL6A6",-3.44784264554388,3.93876126145959,54.4759856245977,7.33226476366833e-06,0.000100264403037357
"MTHFD1L",-1.08044123153215,4.979339188225,54.4285427737529,7.33928687805949e-06,0.000100264403037357
"DFFA",-1.52560164752503,4.64174711135708,54.424615874902,7.34306365414226e-06,0.000100264403037357
"WWP2",0.863384277686394,6.43748849668796,54.4214035528076,7.34315617190774e-06,0.000100264403037357
"ARRDC2",1.07507825720954,6.26294536372415,54.377977528349,7.37312092356299e-06,0.000100591295998839
"STOX1",-2.77007848309604,1.79984389085386,54.815538546641,7.38577747421728e-06,0.00010068171268731
"HNRNPA0",-0.68972762367,6.81607578318559,54.2828972634615,7.4391701713071e-06,0.000101326837431205
"STN1",0.801212326819019,5.55021672437296,54.1934824877664,7.50201723574341e-06,0.000102024598361442
"HSPA8",-3.10116593686657,10.3836090791221,54.1925006996849,7.50261732965153e-06,0.000102024598361442
"MOSPD3",-0.780600696316143,4.78250307932544,54.1734963399788,7.51715327842024e-06,0.000102139090802555
"PCDH19",-2.00163025664965,3.78016122690073,54.1560595872989,7.5359914711158e-06,0.000102311806159482
"LOC130542874",2.1088175613829,0.665382049357374,54.818600160035,7.56809235552968e-06,0.000102664154545077
"SFN",-2.22490352704112,9.82381927139442,54.0750010180349,7.58604771051721e-06,0.000102824197011304
"GNAL",1.84234093871922,2.44408116249594,54.1186907895919,7.5957585082733e-06,0.000102872320624214
"SELENBP1",-3.03078540654335,8.80951545019328,54.0449460178668,7.60756831024577e-06,0.000102885344227159
"CD59",-0.906538878628084,6.80910895221034,54.0429018032051,7.60904246485069e-06,0.000102885344227159
"LHX2",-1.1423137893137,6.5227650796168,53.9819230627087,7.65293136432134e-06,0.000103395065414888
"SPOUT1",1.20742310189003,6.1618681107248,53.8958587899221,7.71538603355497e-06,0.000104154592865266
"HSPA2",-2.12286748521203,8.14604041695159,53.8861787193013,7.72239792173224e-06,0.000104165042726177
"SYPL2",2.8548041756902,-0.267957670307764,45.2642755948291,7.81498070052598e-06,0.000105328783468994
"APOE",-2.03721879996947,8.01122935690725,53.7180726103976,7.84618661790297e-06,0.000105664088977711
"XPC",0.938260379534353,6.32436651285971,53.7018848771255,7.85825617733598e-06,0.000105741353670696
"ANKRD9",-1.47844299800121,5.16014630652842,53.6465037662346,7.90072930243948e-06,0.000106227277472977
"SLC4A1",-6.97854895329758,0.414106687103843,65.3696903123214,7.92909783762236e-06,0.000106522932252981
"SFXN4",1.44167397248527,4.54119093974624,53.5436180561059,7.9794971757152e-06,0.000107090341469823
"SORT1",-1.08309827232808,7.17816027686282,53.5343045279207,7.98415923887233e-06,0.000107090341469823
"NOLC1",-1.13480841019445,6.03748096039043,53.4864962021349,8.02055964834473e-06,0.000107477870869645
"PEBP4",-2.70755141841375,2.01135726364264,53.7726580461084,8.02697129507409e-06,0.000107477870869645
"KAT8",0.961001400089601,5.78770691780942,53.4710602081327,8.03236019194662e-06,0.000107477870869645
"ADRA2A",-1.15910222420093,4.39437656823108,53.4657913880122,8.03939052704438e-06,0.000107485814580556
"NT5C2",0.883373050512373,6.3252647178953,53.3233819071452,8.14603142825203e-06,0.000108824463056305
"IRF4",-1.82837141671107,3.25542623157933,53.3047846495942,8.17393859916661e-06,0.000109109992539955
"ZFP90",0.950340309491254,4.89442495307638,53.2632200304447,8.19406282305942e-06,0.000109291258052931
"LBH",-1.27005813882888,5.5481448928238,53.2147703337323,8.2318847317877e-06,0.000109630483506114
"TUT4",0.934081580666961,6.281444596319,53.2125263243666,8.23262628400908e-06,0.000109630483506114
"LOC130544084",1.43226485689225,2.93866446480811,53.1988218909105,8.25957905729779e-06,0.000109901761496268
"L3MBTL1",1.21381402174418,2.76407750754661,53.1515709264165,8.29808418333863e-06,0.000110251376564985
"ZC2HC1A",1.22314201066977,3.23121754102399,53.1354533737248,8.30358702365235e-06,0.000110251376564985
"TAF15",-1.46749275357109,6.27618560433136,53.1200932805774,8.30566092093848e-06,0.000110251376564985
"LOC113253966",2.15019782528259,0.604987432474921,53.7350011471575,8.31483275294238e-06,0.000110285458412538
"DDX52",1.33863640450571,4.9573198429563,53.0917021516599,8.32947128452859e-06,0.000110391937285986
"UBA7",1.58025945123542,5.07295691972004,53.0541610530003,8.3594588493872e-06,0.000110701509378205
"LOC130542060",2.59429091711321,0.553820639600685,52.7480986699125,8.36955841549499e-06,0.000110747429461451
"MRPL34",-1.22246399352478,4.19521465541203,52.9721202245188,8.42770348616569e-06,0.000111428519806398
"LOC113245365",1.40778293674899,2.21607174960813,52.9885802450367,8.4510637391401e-06,0.000111648982104352
"CRAT",-1.470573833665,6.59725152599817,52.9208563085037,8.46561113206279e-06,0.000111752759125942
"ACVR1",-0.958300872947653,4.79290922915862,52.8719072803986,8.50668747361743e-06,0.000112206298674516
"DGKE",0.679702438218155,5.78288757749112,52.8346146937128,8.53599974605207e-06,0.000112504072422513
"PKN3",1.16764570611667,4.72688144438313,52.8194577176676,8.54974908936803e-06,0.000112596419592553
"IFT27",1.37720326677541,4.56105606371393,52.802579135566,8.56474121352897e-06,0.000112704975196785
"BIN2",-1.39556120049815,3.62143263376517,52.7955098107091,8.57445461356617e-06,0.000112743950859796
"MYSM1",0.753072165329982,6.30240307293198,52.7767088056746,8.58358436055493e-06,0.000112775196881909
"ABCF3",0.896773064723779,7.00846552600588,52.7646512655592,8.59351757943275e-06,0.000112816941870242
"LOC113249444",-1.69445310380238,2.71868767738003,52.7571926337782,8.62442458240843e-06,0.00011313375184732
"MOGS",-0.850580503387479,5.06245522475135,52.6855506838118,8.66031555209924e-06,0.000113515391997257
"CPA4",-2.26023495263057,2.91646459184952,52.6780885042976,8.69725740129513e-06,0.000113910197132727
"EPHA1",-0.910017911781755,6.9900565684266,52.6214615302347,8.71276379513483e-06,0.000114023857848712
"PPP1R3D",0.961951029959727,3.89603972216188,52.5288440660549,8.79583047542599e-06,0.000115020809012638
"ASCL5",3.51856131754738,0.556404122029355,47.1987404664438,8.80736480396452e-06,0.000115081521800785
"AMIGO1",1.49102517819106,3.77516007014565,52.457424446236,8.85829395435515e-06,0.000115656490026409
"RTP3",3.2880510631835,0.0678485528974087,44.1265440259241,8.93225006938219e-06,0.00011640950250488
"PPM1H",-1.05881535768362,4.40192473542014,52.3668184727707,8.93236186488184e-06,0.00011640950250488
"CDH1",-0.883300128423287,8.7416306238742,52.3583952554084,8.93688138279274e-06,0.00011640950250488
"RALGPS1",1.23390717425212,4.21007273524706,52.3518285572799,8.9464585888293e-06,0.000116443423207218
"TRA2B",-0.902147447689893,6.87438949977942,52.3270238102999,8.96407021624708e-06,0.000116581782352889
"EHHADH",-1.11446763878575,4.40880508127706,52.2969421491897,8.99318288200144e-06,0.000116869385950616
"ZMYND15",2.01550126030977,4.61728189622294,52.2680466028203,9.01932046148534e-06,0.000117117910098246
"MAZ",-0.72636965147418,6.81479513674935,52.2521197320273,9.02933958713536e-06,0.000117156908908759
"MAT2A",-1.41499971423742,8.38540244259395,52.2315425611106,9.04735264325104e-06,0.000117299488967119
"TKT",-0.848511100680668,8.03346012687936,52.2200963898502,9.05739873132214e-06,0.00011733863569771
"HIKESHI",-0.852507127787267,4.52885702178799,52.183736970924,9.09166033700311e-06,0.000117657516790421
"SYT12",-1.51625690565933,3.97585421726309,52.1828361428125,9.09610480725991e-06,0.000117657516790421
"LOC130542991",-1.84066432447237,3.48119731322279,52.1692528635758,9.11320483402874e-06,0.00011778746712341
"PLK3",-2.43746263022331,4.32019469825548,52.0706500616025,9.19600827558988e-06,0.000118637527829196
"STXBP5",0.923533161614667,5.88348453026093,52.0577509823845,9.20135964130887e-06,0.000118637527829196
"MYZAP",1.19621862308828,3.61688318367164,52.0623577522803,9.20379263842902e-06,0.000118637527829196
"SLC39A7",-0.780235062605959,6.28626750553724,52.0509665658138,9.20739182386001e-06,0.000118637527829196
"NRG2",-2.79689183873779,2.51033496338731,52.1633517313712,9.22735344133274e-06,0.000118746851988302
"MSL1",-0.727992429431371,6.67980967216427,52.0152340971607,9.23942645063394e-06,0.000118746851988302
"DNASE1L3",-2.7631832013365,0.45688510856158,51.2649752196584,9.24418255017231e-06,0.000118746851988302
"CMC1",1.05071913385478,4.28413001707002,51.9966884260473,9.25989900068715e-06,0.000118746851988302
"LOC130543783",1.78210190351535,2.36753744930141,52.0426256431032,9.26555045560191e-06,0.000118746851988302
"SH3BP5L",-0.813679114009902,5.86918348915243,51.9838853828971,9.26769829318125e-06,0.000118746851988302
"CUNH1orf56",1.18064098228167,5.70459530821182,51.9763063112845,9.27479386903192e-06,0.000118746851988302
"LOC113256843",0.846980473099331,4.89639474998073,51.9730835235269,9.2787013902643e-06,0.000118746851988302
"CCDC122",1.90083287869229,2.09716045989316,52.066753021405,9.27987555211295e-06,0.000118746851988302
"ZNF317",1.2917661061079,5.25707713085979,51.9540547712164,9.2958576248444e-06,0.000118860280610472
"PRPH",1.79639653857171,2.91267279084414,51.9522834739158,9.32108481801523e-06,0.000119091656752897
"HELZ",1.02808585354635,6.07547483986211,51.9099705267921,9.33464224116085e-06,0.000119173693260814
"LOC123002162",3.24382401970067,0.036237712064382,43.7525217209362,9.40246830540924e-06,0.000119947913087875
"LOC130544316",-2.17949377928113,0.0975090429766427,51.4846877869532,9.45360335663988e-06,0.000120429082289377
"THRSP",-4.48697785909061,4.76126979906733,51.8210819062883,9.45460967012233e-06,0.000120429082289377
"PLA2G4D",2.48978561020569,4.73517140047006,51.7560933584513,9.48094103974581e-06,0.000120552294810171
"CLDN17",-4.02791019167117,1.20050247609027,49.0621450980606,9.48474262618834e-06,0.000120552294810171
"FLNB",-1.25570193157458,8.91629691674332,51.7451098641306,9.48594019884811e-06,0.000120552294810171
"SPAG9",0.755235225003726,7.7245232447715,51.7367919449928,9.49365635919376e-06,0.000120558606495952
"PROSER2",-1.49855258086969,4.13770757163303,51.7127037563013,9.52096136110479e-06,0.000120813475508426
"STAC3",1.60254797812885,4.48125478795274,51.6816493751281,9.54796212375533e-06,0.000121064099851625
"EIF5A2",1.30288067932107,4.04233169963,51.6196406738746,9.60871885007708e-06,0.000121742030407767
"ATP13A5",-3.57567922911642,2.53475530358961,51.9576748347097,9.66103833160169e-06,0.00012231211455604
"HSPD1",-1.77295324487027,7.86459946898577,51.5492167984477,9.66952340008832e-06,0.000122326796407633
"PRKCB",-2.07649250928958,2.11861275839316,51.6363868042433,9.67883403526935e-06,0.000122351892168783
"EIF4E",-0.952142601951991,5.58826477780206,51.4762403390689,9.73906796900927e-06,0.000122981517056862
"LOC130543053",3.23531697288974,0.807523812524395,49.9370213288602,9.7433706848451e-06,0.000122981517056862
"MAP3K20",-0.742346170685729,7.74055847167458,51.4369704335029,9.77656879044617e-06,0.000123307343075272
"DTWD1",1.60712020804627,4.53936572252469,51.4075816006891,9.80781864067528e-06,0.000123608123381612
"PCDH18",-1.43979981432855,3.60523036480293,51.3979545710565,9.82150400637939e-06,0.000123687251434788
"RAB3D",0.835838407751525,6.28399657162935,51.3530005694371,9.85759082806763e-06,0.000123989218474215
"LOC130543994",-1.86225190837588,1.53927060804575,51.5456239521476,9.86723454720151e-06,0.000123989218474215
"NUDT7",1.68586729312448,4.28388345684223,51.3475564227296,9.8677568328781e-06,0.000123989218474215
"CBS",-1.51437531890794,6.90939069630143,51.3317425160962,9.87820025433494e-06,0.000124027117328676
"GOT1",-1.26514775193342,4.54530885789383,51.3132855443004,9.89822625678556e-06,0.000124174364252867
"CMC2",-1.2736872933802,5.08208261016566,51.3057915351387,9.90479987932326e-06,0.000124174364252867
"TCF7",-1.11674536236085,4.50084597175215,51.2862175284324,9.92504825715739e-06,0.000124334869352041
"KLK7",-2.56222241355484,7.59975261447864,51.1997765375944,1.00073722367706e-05,0.000125272195638554
"LOC130542329",1.97350651909176,2.51403419026502,51.2334428126316,1.00275266779004e-05,0.000125416762417996
"FAM180B",-1.74220203567654,3.41094536784932,51.1815815367349,1.00372768594179e-05,0.000125416762417996
"SLIT3",-1.62979639248903,6.12144575625185,51.1615476389737,1.00452175829956e-05,0.000125416762417996
"STX18",-1.49489983201777,4.55670339221657,51.1605712825051,1.00489626992801e-05,0.000125416762417996
"RNF125",0.942324724610532,4.74538238032851,51.1052666752184,1.01025719641685e-05,0.000125991672314899
"UAP1L1",-1.30244589125653,3.33851688088684,51.0241038079182,1.01925057884089e-05,0.000127018398627343
"CHAC1",-7.06072097406663,5.88172698009221,51.3768974708803,1.02251649153013e-05,0.000127330372051168
"DACH1",-1.80267576610381,3.5724990532693,50.9294701267044,1.02887419123125e-05,0.000127950068555518
"LOC113251310",-2.8910537451322,-0.550493368922633,41.0823518243548,1.02933342088748e-05,0.000127950068555518
"TFIP11",1.30555787736675,6.65740604271238,50.9029617356857,1.03051462669404e-05,0.000127950068555518
"OTUD5",-0.606372836170047,6.37234370503283,50.8985222455956,1.03096735237574e-05,0.000127950068555518
"ZNF469",-2.57525919488048,2.80082867614248,50.9546418358707,1.03132398512322e-05,0.000127950068555518
"CFAP36",1.08992807663603,5.04281158068822,50.7484401385609,1.04656497891286e-05,0.000129744532909175
"PC",-1.35878928843932,6.88657547245478,50.645098292976,1.05722157355588e-05,0.000130883402511398
"ACAP1",1.30926393451282,4.74231723235551,50.6459794852816,1.05731906094901e-05,0.000130883402511398
"CDC42EP5",-1.2300616310442,3.62747161516646,50.5932903214413,1.06340875946819e-05,0.00013137369341112
"TTLL13",1.58394333450355,2.19681424630192,50.6425123921836,1.06342455815056e-05,0.00013137369341112
"CRYZL1",0.998804076848934,5.02576074059296,50.5790809380313,1.06433154640492e-05,0.00013137369341112
"GUF1",1.33176532020567,4.47515089963503,50.5728584123567,1.06515324964316e-05,0.00013137369341112
"EMILIN2",-1.46170418322664,5.24021673924168,50.5671955193701,1.06559021833961e-05,0.00013137369341112
"AP1S2",-1.70942330799812,6.74488443625472,50.5620091533656,1.06600008726312e-05,0.00013137369341112
"TMEM229B",-1.43363493167744,4.89072613831271,50.4928886704383,1.07352406004502e-05,0.000132152024241367
"RNF10",-0.767350479440478,7.62318123526399,50.4878790007494,1.07389841844144e-05,0.000132152024241367
"CDK4",-1.03865902071899,6.26063954709671,50.4724893305422,1.07555182680367e-05,0.000132247506488689
"BBS2",1.35782166273661,5.68479807644086,50.4668807467549,1.07625822694849e-05,0.000132247506488689
"KLHL42",-1.17408858658213,5.6260219425858,50.4528929332577,1.07768773518453e-05,0.000132325790366519
"TMEM18",-1.4044218090575,3.08095824579086,50.4137005178674,1.08341676939529e-05,0.000132931496194944
"LOC113267373",3.03875164984156,0.24053844937778,46.0013428358033,1.09534816447085e-05,0.000134296762103515
"MAST3",0.898991987233374,6.09862644801021,50.2538826319661,1.0992979949452e-05,0.000134643091971163
"PRPS2",0.810327386387672,5.92305510209875,50.2494645228193,1.09978548085913e-05,0.000134643091971163
"ZDHHC7",0.913230536807269,6.26140603055735,50.1880771096528,1.10656348078483e-05,0.000135373652495428
"LOC113244953",0.835928970880166,6.04107775639349,50.1782777528611,1.10765190449102e-05,0.0001354076072701
"XDH",-0.683459841880532,7.98582965664848,50.1592057230203,1.10976448325312e-05,0.000135566621110782
"EPGN",-3.32566647371699,3.16932175425025,50.1870550567983,1.11659687355691e-05,0.000136301543797711
"SPRN",-1.2440137695396,2.32928806472008,50.1079599708854,1.11902755678224e-05,0.000136498474585148
"KHNYN",0.748332644247765,6.46470460829661,50.0363501248466,1.12353057090786e-05,0.000136947715354674
"ANP32B",-0.870295045529815,6.78542108946268,50.00480316231,1.12709527501182e-05,0.000137182073906706
"EZH2",1.11459877758707,6.43616127169248,50.0048160585443,1.12709626564465e-05,0.000137182073906706
"TP73",1.54914704535935,5.33541298213378,49.9771081636917,1.13038840263815e-05,0.000137482563260411
"LOC130544054",1.60801204599573,2.61244135097054,49.9831922213092,1.13320986029525e-05,0.000137725410895708
"AHRR",2.21161810855168,5.28981483548033,49.9250585959443,1.13644742756865e-05,0.000138018440676137
"LOC130542248",4.02260348812822,1.0736323759129,45.6378138954764,1.13766865824911e-05,0.000138044972632416
"LIX1",1.62435714282106,3.84248564175368,49.9135215113402,1.13831922459331e-05,0.000138044972632416
"GSE1",-0.751361735115171,6.21367589480094,49.8954722673607,1.13955860839537e-05,0.00013809498694916
"LRRC24",-1.18918473631274,2.8354289498199,49.9023585567631,1.14068937058624e-05,0.000138131775195211
"FBXO9",0.806907822769003,6.6706257296852,49.8600242237175,1.14363108764451e-05,0.000138387648786781
"LY6G5B",1.75620066574479,5.31105903505605,49.8286063717736,1.14741777624742e-05,0.000138745325456594
"LOC130544722",5.62157198584209,0.520591535823486,35.4948088380759,1.15291104363727e-05,0.000139217944729971
"B3GAT3",-0.776188970872381,4.88984117915115,49.7804374214535,1.15299369759597e-05,0.000139217944729971
"NID2",-1.80540478916157,5.3978377677352,49.7636176968126,1.1549533046329e-05,0.00013927504791567
"MAGEE2",1.81374116581652,1.23989111205962,50.1193956531113,1.15513468688665e-05,0.00013927504791567
"MYO7B",2.16808365789018,1.75366088189541,49.9120085796824,1.16486640624331e-05,0.000140221157091107
"RTTN",1.51874807953492,4.26559090540365,49.679887743511,1.16513641694151e-05,0.000140221157091107
"BMPER",-1.59677963061282,1.4332173081002,49.840712067924,1.16550072484853e-05,0.000140221157091107
"KYAT1",-1.7880934430826,5.70527692441581,49.6563278041538,1.16752000164003e-05,0.0001403629698156
"RASA3",0.878269135649211,5.46268704807197,49.630225467083,1.17054846853758e-05,0.000140625819252584
"NOL8",0.809393434511423,5.95099854449317,49.6184996650987,1.17185284681561e-05,0.000140681313364298
"NR3C1",0.990726752338087,7.02594113230991,49.5365276256152,1.181606994021e-05,0.000141647014102139
"LOC130544095",1.53195559617513,2.79580284241091,49.5587689308315,1.18175384100241e-05,0.000141647014102139
"MYH14",-0.954063285220261,8.19142919410426,49.5295400951538,1.18244168907348e-05,0.000141647014102139
"BRAF",-0.676150683088712,6.29349729729088,49.4849085495827,1.18780387229122e-05,0.000142187361027894
"LOC125283699",1.77116717569489,2.7513574657652,49.4903416354466,1.19079793971956e-05,0.000142443658992671
"FAM167A",-2.27938887339628,5.99383115357073,49.4014013435191,1.19805400620656e-05,0.000143193357581854
"LOC113243423",-1.07521690800812,4.24631320237214,49.3980553892603,1.19878024971215e-05,0.000143193357581854
"PRMT3",1.10624903479683,4.55143944376541,49.3846638103304,1.20020806965738e-05,0.000143261433561176
"CCDC92",-1.13778179592571,4.00838174847096,49.3590658670011,1.20357675371859e-05,0.00014356091578819
"LOC113270271",2.59778967575791,2.34765116598638,49.4911492932761,1.20514488768137e-05,0.000143645356740836
"CFDP1",-1.13308859553565,5.53242763948082,49.3277312774365,1.20696364800353e-05,0.000143671574903742
"DPT",-1.86446007160198,5.58952141809074,49.3274653660463,1.20708557153093e-05,0.000143671574903742
"KIAA1522",1.06172075941187,7.48968751393515,49.2502896464154,1.21643637585658e-05,0.000144671697886205
"BLTP3B",1.09094976540357,6.40238879415891,49.2439847003496,1.21722100443211e-05,0.000144671697886205
"TRIM23",0.716572080080907,4.72528716523374,49.2293270879233,1.21920589355924e-05,0.000144804546348121
"FAM43B",-2.6571493034608,0.160907066452487,47.5043810285511,1.222270310428e-05,0.000145065329878019
"CLCC1",0.957375138659954,6.42991474729192,49.1944689101064,1.22337061543396e-05,0.000145092797635878
"LOC113266820",1.38976119038971,3.42330596148591,49.1847992032518,1.22574384322472e-05,0.000145271088985164
"HGSNAT",0.699821329035413,6.26130803316321,49.1594760494446,1.22773919837394e-05,0.000145374981624842
"NCKAP5",-1.17321921866752,4.28980862742548,49.1583217131506,1.22836157298432e-05,0.000145374981624842
"MDK",-0.849572273178296,4.96251681472391,49.1447712315639,1.22973764323353e-05,0.000145431093046273
"CYLD",0.773776357537592,6.09354885226573,49.1368290326593,1.23057748652245e-05,0.000145431093046273
"U2SURP",0.752836468651986,6.24942728754272,49.0940505836524,1.23595529263119e-05,0.000145963348172901
"STMN2",2.61977662629206,0.674898172282079,49.123845706223,1.2371374946217e-05,0.000145999710407688
"FADS1",-2.30594113518476,4.2615310871374,49.027216681787,1.24519664779177e-05,0.000146847025575387
"WFDC1",-1.87734984971834,4.07659996766908,48.9748250535368,1.25190334934417e-05,0.000147470342182279
"EIF4G1",-0.767938868667784,8.54403508593946,48.9657475332152,1.25224830956627e-05,0.000147470342182279
"MAP4K5",0.837304626211811,6.25707007174808,48.9162996722124,1.25860155467423e-05,0.000148114075838654
"SPOP",-0.827668653453137,5.39845952904203,48.7921384689613,1.27471800185754e-05,0.000149668776765799
"ARHGAP9",1.76289881507188,3.9036600088877,48.7970095336321,1.27501485197324e-05,0.000149668776765799
"CHCHD5",-1.02660955353385,3.27335307547237,48.7971775603561,1.27517835655632e-05,0.000149668776765799
"CD109",0.890768844686566,7.64071176132017,48.7862877211027,1.27546653320266e-05,0.000149668776765799
"C2CD6",3.37417773191069,0.166300827535193,41.6305707303179,1.2762940182915e-05,0.000149668776765799
"SGCB",0.98288389433859,5.72323948193733,48.7647640222961,1.27829675584573e-05,0.00014979843877802
