"","x"
"1",0.186934056429996
"2",0.176338347257724
"3",0.0544698962296792
"4",0.16499448034352
"5",0.0451610327539996
"6",0.156285666891729
"7",0.192965435743404
"8",0.190554228944991
"9",0.125150299615586
"10",0.0448945663139912
"11",0.052283372075845
"12",0.0708197216851827
"13",0.0517858090890531
"14",0.0545679512215863
"15",0.0511554511580211
"16",0.064692486424671
"17",0.0449992867767339
"18",0.0465558605353188
"19",0.0483382022113996
"20",0.0631541327714992
"21",0.0497856884788955
"22",0.0772546734801147
"23",0.0702917698826618
"24",0.0506491546438891
"25",0.0563590019649824
"26",0.0593152175362756
"27",0.0730536467457323
"28",0.044897694057537
"29",0.0750793801164878
"30",0.055488494613428
"31",0.0453222372374561
"32",0.0784979101456432
"33",0.0457145256798296
"34",0.120038250866465
"35",0.0487450114286204
"36",0.0619263000973617
"37",0.0528191486747217
"38",0.166148791681645
"39",0.0469100636221297
"40",0.0513969744237315
"41",0.0730582779086051
"42",0.195379271895069
"43",0.124651757350566
"44",0.0977505239225386
"45",0.0982446209789315
"46",0.051635582459576
"47",0.171368901725916
"48",0.189477988071508
"49",0.0648469638061264
"50",0.187765462785631
"51",0.0473198950814922
"52",0.0529532708622751
"53",0.0503513678234121
"54",0.0509520808652079
"55",0.0451849911468931
"56",0.052188186002117
"57",0.0451344635832989
"58",0.13106398370153
"59",0.121940050117646
"60",0.0697481890730446
"61",0.158700850374279
"62",0.0794843563852915
"63",0.0796088456481399
"64",0.156377238881205
"65",0.0450798903561251
"66",0.0636004298572418
"67",0.0507493454989153
"68",0.0659561328958443
"69",0.0517201405949048
"70",0.100070780790115
"71",0.0501923277368262
"72",0.054241850634095
"73",0.050916843762906
"74",0.150416086911888
"75",0.0462957290015829
"76",0.0603840390486126
"77",0.0846246242154049
"78",0.0628893187862751
"79",0.0511793746739227
"80",0.0530502258516145
"81",0.164973847784668
"82",0.0497679654427104
"83",0.0990029581555373
"84",0.0569203571783594
"85",0.04482861152747
"86",0.0681563309212267
"87",0.081399776691066
"88",0.0481665469077105
"89",0.0571907766790736
"90",0.152835773786178
"91",0.0749176143832119
"92",0.0571352473631711
"93",0.0529055950650885
"94",0.0565369587631349
"95",0.0652512953357678
"96",0.0477357412254399
"97",0.0473144646978392
"98",0.050181095172615
"99",0.0541294928715419
"100",0.0884193131294453
"101",0.103543964643001
"102",0.0449284644761626
"103",0.0643321806193938
"104",0.051788906357686
"105",0.0876840471443473
"106",0.0499019725817122
"107",0.0463756062649683
"108",0.0534427786178832
"109",0.0927261651948019
"110",0.0578882865944815
"111",0.045102330729329
"112",0.0449327458241695
"113",0.0483837968525237
"114",0.0451973890642097
"115",0.0451027341666395
"116",0.0578975212049195
"117",0.0521604255485775
"118",0.0547232730862899
"119",0.151799933985655
"120",0.154286206992186
"121",0.106400548587428
"122",0.0669420955846878
"123",0.0712644486896976
"124",0.0611470321992264
"125",0.0478214098383087
"126",0.144647606665262
"127",0.0600632581307421
"128",0.0667758722180655
"129",0.0839435016732019
"130",0.0513773713389625
"131",0.0449257742129762
"132",0.0604504679340327
"133",0.0488418874551047
"134",0.0502192104364298
"135",0.0743737997029744
"136",0.128592644893223
"137",0.0641718659443132
"138",0.0626665444807721
"139",0.0606825487568651
"140",0.0496225534689601
"141",0.0483213203412337
"142",0.187443575219348
"143",0.0461210421893762
"144",0.183911934049002
"145",0.045437176970507
"146",0.0659192602419551
"147",0.0452502433217437
"148",0.0693209190175338
"149",0.0459541115967117
"150",0.112548476884853
"151",0.174048549598661
"152",0.0476829303847872
"153",0.0696482944451014
"154",0.0651728512431331
"155",0.0480190110744359
"156",0.0449161394570461
"157",0.0488996511836666
"158",0.0777350670478307
"159",0.0543510587381039
"160",0.12373884118235
"161",0.0482040326259656
"162",0.0482904600729346
"163",0.0672141625111723
"164",0.195829378195913
"165",0.0545174384078348
"166",0.0791302416912508
"167",0.133659090497087
"168",0.101578837774778
"169",0.0832632882827951
"170",0.0454449833319781
"171",0.0527313035668234
"172",0.102729687907782
"173",0.0681164900695298
"174",0.189195123556082
"175",0.0710407999377756
"176",0.0450129882959751
"177",0.0563150752907735
"178",0.0487222206981695
"179",0.0583457671108476
"180",0.0572173714527386
"181",0.0688518765789085
"182",0.0687837564643779
"183",0.0669951141839115
"184",0.0468200341274058
"185",0.0568647432878976
"186",0.0500907134040049
"187",0.137995144218392
"188",0.0450498275482267
"189",0.0633462899370891
"190",0.0463361814055371
"191",0.0476920630757937
"192",0.0816344516498519
"193",0.0689470766114488
"194",0.0677617608160288
"195",0.16846470755112
"196",0.0664532214201624
"197",0.0448232316904137
"198",0.155221201748451
"199",0.136175151383854
"200",0.0498690506983356
"201",0.0470582523300409
"202",0.0776353373325817
"203",0.141359704088243
"204",0.0458711584973905
"205",0.153108090662281
"206",0.0453790808795628
"207",0.0552555205029588
"208",0.0452039350275451
"209",0.0538742482050248
"210",0.137716107485099
"211",0.055403908129783
"212",0.0711385408016638
"213",0.16838661102473
"214",0.0554711114806889
"215",0.0901266702766676
"216",0.185376240714602
"217",0.0544086800992052
"218",0.140424728291624
"219",0.115360755248131
"220",0.0926265448990843
"221",0.0674534669432164
"222",0.070754350122689
"223",0.096491355648899
"224",0.107398065034565
"225",0.047990345367188
"226",0.0786367210964282
"227",0.149451447186034
"228",0.045258918646102
"229",0.0450694441172403
"230",0.0941578325044311
"231",0.135138535394211
"232",0.056642550267151
"233",0.0547212869454968
"234",0.0473232902806601
"235",0.135916214485763
"236",0.0659421850238515
"237",0.098751909482274
"238",0.0453753559931657
"239",0.046234850505804
"240",0.0584676406435111
"241",0.169423477556163
"242",0.0545077410325569
"243",0.0531522689502731
"244",0.0889439247587792
"245",0.0525029621461413
"246",0.0558902885004891
"247",0.0449996022955965
"248",0.10678971542461
"249",0.0592329968016581
"250",0.0453677226754632
"251",0.176629755173771
"252",0.0475252674296072
"253",0.0483379976522797
"254",0.0854955261474258
"255",0.136887243226798
"256",0.185726728733113
"257",0.0483178548745679
"258",0.185772905757195
"259",0.0716032153753021
"260",0.0515815451821937
"261",0.123790174294783
"262",0.0475452580659311
"263",0.0599890911826249
"264",0.087066112314114
"265",0.069920470680107
"266",0.0603438548959941
"267",0.0450914951844195
"268",0.0475054303095827
"269",0.0583311938770209
"270",0.0680124394877257
"271",0.0782403694705558
"272",0.105085184793028
"273",0.0482138162023145
"274",0.102131637588795
"275",0.0453861137182868
"276",0.181870424174368
"277",0.0565398303804287
"278",0.0534423870435094
"279",0.0533170412914293
"280",0.046258674210522
"281",0.0492329734055528
"282",0.0451494320157434
"283",0.114631403890612
"284",0.165824088172691
"285",0.05360605663696
"286",0.0452741239455943
"287",0.0485859980183172
"288",0.136175594803937
"289",0.173784567726611
"290",0.0690672237230274
"291",0.0458755680481941
"292",0.0468368751312899
"293",0.147788221116899
"294",0.0453979705648312
"295",0.148968596533414
"296",0.191632384498379
"297",0.0648590729341382
"298",0.140510115236033
"299",0.138201353120817
"300",0.184647516088595
"301",0.0776703937503929
"302",0.0453078479068268
"303",0.0846830409000408
"304",0.0449614904604059
"305",0.187056631256963
"306",0.055106571064378
"307",0.0452338460723229
"308",0.0452252059431645
"309",0.0460399896431435
"310",0.0716890789649227
"311",0.0479866939370062
"312",0.0650082804911186
"313",0.0547861613707272
"314",0.152623875095343
"315",0.138117771504113
"316",0.0536430685384128
"317",0.0926171869729972
"318",0.113126800588295
"319",0.0954936019528474
"320",0.0489543491247743
"321",0.130117795833486
"322",0.0448475667270484
"323",0.0736835144252449
"324",0.044915372880815
"325",0.1206563452935
"326",0.0492680586127316
"327",0.194803920927109
"328",0.136928602981304
"329",0.0487150490049033
"330",0.0619691333864779
"331",0.0812704190608028
"332",0.0451202146957272
"333",0.0846332528187738
"334",0.0453653140795977
"335",0.0532729116167347
"336",0.0454145486245575
"337",0.051443931355055
"338",0.0449139777523655
"339",0.0511997298778623
"340",0.045165763280172
"341",0.0480747951666534
"342",0.0456556400314905
"343",0.0452754456660604
"344",0.142384319824297
"345",0.0454122786075108
"346",0.0454134643030173
"347",0.194302572309308
"348",0.0668970697387506
"349",0.0457148152683229
"350",0.0648194411795638
"351",0.0900504919952951
"352",0.0555162063405606
"353",0.0545395036430481
"354",0.0637447892856134
"355",0.0501708846576899
"356",0.0454272492939341
"357",0.0470005928858767
"358",0.0568764738337892
"359",0.0848482871813237
"360",0.0709135176188666
"361",0.0450373688864196
"362",0.0479484489385991
"363",0.0511315027152023
"364",0.187726694116969
"365",0.0491286537371157
"366",0.152231569987042
"367",0.100844540739134
"368",0.0561166062777167
"369",0.0604655592661221
"370",0.117856617510753
"371",0.0618647966124846
"372",0.055923911645634
"373",0.0562960569478249
"374",0.048469586981001
"375",0.0598805692066885
"376",0.193598854178047
"377",0.180554946172562
"378",0.0629667556121081
"379",0.0710228982884114
"380",0.0486123952006534
"381",0.0568862670396708
"382",0.0489129367192749
"383",0.153380907504253
"384",0.0710387986923626
"385",0.13498897296417
"386",0.152246858580802
"387",0.0455265718498407
"388",0.0498033948063981
"389",0.0450914288096668
"390",0.044925973054083
"391",0.0581599544885142
"392",0.180526172223715
"393",0.0450885513518632
"394",0.183456219776265
"395",0.157527302239658
"396",0.116239973436632
"397",0.0453317944510192
"398",0.0456932798106972
"399",0.0499236578220172
"400",0.0529996494069383
"401",0.0513573690910614
"402",0.0516207914855331
"403",0.114750220975827
"404",0.123576854196329
"405",0.0456136372972941
"406",0.0462184695844584
"407",0.0670132236952711
"408",0.0623413691489094
"409",0.0463161431824395
"410",0.0518767699734892
"411",0.045326805886507
"412",0.0471428528805105
"413",0.0458130961918399
"414",0.0453715430508944
"415",0.1896237843787
"416",0.13507745508917
"417",0.0664767261448893
"418",0.0521527584126995
"419",0.0450388882805706
"420",0.0690100675403769
"421",0.164729096132342
"422",0.0697866311995903
"423",0.188465937927205
"424",0.0461326798039242
"425",0.0681252840750131
"426",0.0677876440118984
"427",0.167297271925951
"428",0.0674658763792118
"429",0.110108141247552
"430",0.0512720664782261
"431",0.0477344141397136
"432",0.0471310676222743
"433",0.0451725003036155
"434",0.0450803807273569
"435",0.193142438897667
"436",0.0477277461295042
"437",0.0722697421195016
"438",0.0859178884832588
"439",0.0605818894411054
"440",0.0600515393268149
"441",0.0590033731908814
"442",0.105960704594559
"443",0.0720066161943858
"444",0.068194723373057
"445",0.0568153844169105
"446",0.0585686313264341
"447",0.124449430445525
"448",0.0668168053665113
"449",0.167663752691341
"450",0.165571772070683
"451",0.0861746834020072
"452",0.0608294322611159
"453",0.0604817814274375
"454",0.0488977672720166
"455",0.0450850139592736
"456",0.079727165008372
"457",0.140350615793111
"458",0.0481142242392497
"459",0.05978553606079
"460",0.0990350894045466
"461",0.187043028813919
"462",0.17738101503738
"463",0.148015011070045
"464",0.147994958575558
"465",0.0793724880432283
"466",0.195712751367233
"467",0.0658088477271425
"468",0.130743834788415
"469",0.0873926274636145
"470",0.0448378231373541
"471",0.0523058563887674
"472",0.185770183733097
"473",0.185540870705702
"474",0.0449218093246023
"475",0.0448756586757606
"476",0.18080883161778
"477",0.0454298582050867
"478",0.0479174184289936
"479",0.144896156526838
"480",0.0490579489252048
"481",0.0759090352235937
"482",0.173992123198012
"483",0.0633105294475401
"484",0.189106547828402
"485",0.0799458500354883
"486",0.168981973284655
"487",0.15147762888391
"488",0.0652757120892552
"489",0.0448411302743453
