"","x"
"321",0.119976512699372
"322",0.0174997286927896
"323",0.0346172971604823
"324",0.0243001877845835
"325",0.0865469195438301
"326",0.0345781325736141
"327",0.150269510765713
"328",0.113032596958157
"329",0.054711600132755
"330",0.0247224063346512
"331",0.0741500808228177
"332",0.028146036252175
"333",0.0571697385241894
"334",0.0172012260125686
"335",0.0192967243752787
"336",0.0367621453803192
"337",0.0439702719150607
"338",0.0216380606671722
"339",0.0328368163779483
"340",0.0387995869289628
"341",0.0648543603528531
"342",0.0480172078841321
"343",0.0167991682383936
"344",0.0908126365455056
"345",0.0326627034875794
"346",0.0212389376660326
"347",0.387130608087711
"348",0.0481570636818731
"349",0.156770578879142
"350",0.0234861610176069
"351",0.102472778702095
"352",0.127450973463324
"353",0.0318729957137612
"354",0.0927238945607625
"355",0.0230770060679073
"356",0.0415085415393456
"357",0.0232471051690336
"358",0.0392321512042655
"359",0.0469587761510482
"360",0.0487779738996422
"361",0.0833970445032539
"362",0.114384228436196
"363",0.0703827503231213
"364",0.104513912328654
"365",0.0269651478589725
"366",0.0730889944915628
"367",0.0721401503966169
"368",0.0218893235384831
"369",0.0840186458967609
"370",0.0760669369893999
"371",0.0436663707916257
"372",0.0290419163936133
"373",0.0323363333221926
"374",0.0209085336938996
"375",0.0250802670233982
"376",0.33906816355801
"377",0.386262957423787
"378",0.0611082595911734
"379",0.045781663794697
"380",0.0237258474745507
"381",0.04937095575015
"382",0.0326873865178699
"383",0.156187617318006
"384",0.027125755541745
"385",0.270723092007786
"386",0.0781482069690789
"387",0.0267282614410501
"388",0.0221862827945013
"389",0.0207743942262066
"390",0.0382511750507518
"391",0.0292827507214995
"392",0.0714519094357218
"393",0.0297187280550665
"394",0.156311105872816
"395",0.0948743164793324
"396",0.0593546021695909
"397",0.0229372776195428
"398",0.0533771912196337
"399",0.022315586853163
"400",0.0281580367782228
"401",0.028187351262202
"402",0.0210857783960346
"403",0.0546720782359413
"404",0.122198657144719
"405",0.0232131544764515
"406",0.0654320438264129
"407",0.0435248378102019
"408",0.0305081002096765
"409",0.027507049335337
"410",0.0204705853148811
"411",0.0383594113262979
"412",0.0286314287117244
"413",0.182569649972002
"414",0.0225794579529436
"415",0.296719843403275
"416",0.0716805911260182
"417",0.0620635288521195
"418",0.0469693079828709
"419",0.0338915482402815
"420",0.0818471972466786
"421",0.115873708061926
"422",0.10965026001796
"423",0.201684794358665
"424",0.0915463746971354
"425",0.0765480285714479
"426",0.0556604734080914
"427",0.080724192209284
"428",0.0871668051861467
"429",0.0468719617105504
"430",0.190698722750214
"431",0.0410600372671192
"432",0.0350739041896601
"433",0.0182415935413688
"434",0.0332416588062014
"435",0.602842782536891
"436",0.0517868607680732
"437",0.0460374390663014
"438",0.0555597830681008
"439",0.0250226945577518
"440",0.0270142433222697
"441",0.0514930850867338
"442",0.0339640015492832
"443",0.0395738247908694
"444",0.0300542095800621
"445",0.0428161016296677
"446",0.0219592234798453
"447",0.0426136448857842
"448",0.0473073286543954
"449",0.080088251088025
"450",0.111214744261571
"451",0.0393166204916703
"452",0.0269939574367404
"453",0.0830460978917741
"454",0.0205041448291757
"455",0.0357757069466018
"456",0.0459462077506428
"457",0.0556056085663806
"458",0.0464846621612035
"459",0.147470862792474
"460",0.0665655620387775
"461",0.21579095108388
"462",0.815248623231181
"463",0.166231425797022
"464",0.0750487321769277
"465",0.0508138439469544
"466",0.417054723133529
"467",0.0723897402338003
"468",0.152326980902697
"469",0.129335430777557
"470",0.0304394651130783
"471",0.0435306995974085
"472",0.230626550857372
"473",0.158100529773031
"474",0.0300037185818208
"475",0.0273640945806548
"476",0.515917572920544
"477",0.0193205592049461
"478",0.0297476543378759
"479",0.112093022094754
"480",0.0834087432028509
"481",0.0375243414315156
"482",0.389749613575219
"483",0.0394039281811373
"484",0.202765423449072
"485",0.0582397548330266
"486",0.0684066503476589
"487",0.0816625613189351
"488",0.0435935481574872
"489",0.0194629297113867
"490",0.163775430434848
"491",0.0303357129317877
"492",0.03476869628412
"493",0.0236602241438726
"494",0.0934618467198289
"495",0.135120689633969
"496",0.0326374458577611
"497",0.080194353204151
"498",0.174342800741825
"499",0.0330252612522967
"500",0.0343309800472568
"501",0.0235000129968394
"502",0.113573997127774
"503",0.0301000224474385
"504",0.063762284794232
"505",0.026300771719744
"506",0.0420018582487438
"507",0.0348821762047635
"508",0.0241160938121586
"509",0.0283996699413541
"510",0.0280734201385275
"511",0.048499229359708
"512",0.0343619990921851
"513",0.0254703433686725
"514",0.0879259835735472
"515",0.105889956999097
"516",0.0623025997040656
"517",0.223021455217317
"518",0.0676556286019634
"519",0.134140609690356
"520",0.12189840283194
"521",0.613079834685175
"522",0.351139824243894
"523",0.564533081451932
"524",0.12081319078513
"525",0.0606708562700315
"526",0.114202877350091
"527",0.241571897505868
"528",0.111674212808481
"529",0.024853955356077
"530",0.0320200621528054
"531",0.023809014268852
"532",0.0239832866097084
"533",0.171019181399581
"534",0.0848565154523904
"535",0.0277718468310902
"536",0.071631173748456
"537",0.0334315903695072
"538",0.0285233228521116
"539",0.0388102126902771
"540",0.0395303507730805
"541",0.0566320908407054
"542",0.0356038408884574
"543",0.0404143590899809
"544",0.032033957476697
"545",0.0302296223595792
"546",0.0443278330628474
"547",0.0256501306194541
"548",0.0916398202835069
"549",0.0388151374134993
"550",0.0435788241008779
"551",0.181206784785234
"552",0.0303402006112466
"553",0.0232782353399971
"554",0.0279076350380516
"555",0.119818150248085
"556",0.135737391785651
"557",0.164819765305865
"558",0.180470688915729
"559",0.26671042408533
"560",0.0491485817074963
"561",0.0398785930317652
"562",0.0364565201720035
"563",0.0207484969600442
"564",0.0714453181216045
"565",0.0323332223373942
"566",0.0202438913908391
"567",0.0296762295266124
"568",0.0548965733581788
"569",0.0302704809993272
"570",0.222998125409651
"571",0.0248877732902628
"572",0.293154976879507
"573",0.109231283915421
"574",0.239335115177774
"575",0.0549531725035876
"576",0.0224420275032421
"577",0.0399249854079377
"578",0.169727216490316
"579",0.110881476379379
"580",0.0297434823678911
"581",0.119922989169712
"582",0.0821434656102741
"583",0.0235414501863801
"584",0.139172333261139
"585",0.223019307285457
"586",0.254707973855115
"587",0.0282645850610209
"588",0.0816251894319887
"589",0.0505103053912626
"590",0.0514048856690529
"591",0.0687929181629846
"592",0.0233200722639401
"593",0.0276822582038739
"594",0.0197455318015028
"595",0.0657854090752134
"596",0.0325704089027858
"597",0.073430683999712
"598",0.0446447096237628
"599",0.0602564700249803
"600",0.0319407432519657
"601",0.0321260625213818
"602",0.0269141548609017
"603",0.0232023995435646
"604",0.142635460218017
"605",0.0269807563329366
"606",0.0286351152059116
"607",0.0925550211684801
"608",0.0956888817624565
"609",0.175729142146046
"610",0.0428509921134925
"611",0.0744074202752106
"612",0.0515458717460683
"613",0.0395987553162981
"614",0.0178617080689716
"615",0.0344584001036654
"616",0.0239711222749338
"617",0.0209945736694176
"618",0.0251436128485898
"619",0.075713323303345
"620",0.0645667015881069
"621",0.0269671365695056
"622",0.0233108790441989
"623",0.0231419409380366
"624",0.0223208307184145
"625",0.0323611294769171
"626",0.0363669941125293
"627",0.136136690393357
"628",0.0292528717196709
"629",0.0205150630124919
"630",0.17966841026543
"631",0.0300635338471365
"632",0.0256903439970156
"633",0.0404378135059991
"634",0.0323092213777997
"635",0.0362800706469188
"636",0.0692478354820994
"637",0.0459642123163119
"638",0.0468547295300835
"639",0.0462505087949279
"640",0.0241771857603036
"641",0.0230631630016456
"642",0.07450477820894
"643",0.0493522853202474
"644",0.0361455352562226
"645",0.0257982792662237
"646",0.103413895980088
"647",0.0225681731176148
"648",0.096480963781418
"649",0.0274475249573188
"650",0.0858367137634937
"651",0.0473954161297762
"652",0.0344926743205183
"653",0.420018551638612
"654",0.0281872245886294
"655",0.0628539210883845
"656",0.0272932644306024
"657",0.032781960682293
"658",0.0236695248435971
"659",0.0449969602696293
"660",0.0966647331132383
"661",0.0904097489886446
"662",0.0909379218998987
"663",0.0740575728068031
"664",0.0282482242919322
"665",0.0236503373917224
"666",0.0911594877422147
"667",0.154752745792605
"668",0.125658973996658
"669",0.1655001193667
"670",0.0993424721792922
"671",0.0978865459654978
"672",0.216758078090352
"673",0.0705685722245474
"674",0.0387239486213222
"675",0.0439950536014535
"676",0.0377474632509516
"677",0.0257056048465208
"678",0.0247902155661353
"679",0.0365137294086821
"680",0.0324768892981549
"681",0.0633669311041963
"682",0.0694192140140395
"683",0.206998047970032
"684",0.0729100665468719
"685",0.257190677023581
"686",0.129904133887888
"687",0.0954249061735982
"688",0.307146452745264
"689",0.0817295680742895
"690",0.047447217594062
"691",0.0173694594634556
"692",0.0281948483977647
"693",0.0978835668257377
"694",0.225685714157301
"695",0.0358161945811789
"696",0.185727136233738
"697",0.0737282843202433
"698",0.0364734075119249
"699",0.0211721176525731
"700",0.0358040285537195
"701",0.0228466751968001
"702",0.0259682992853887
"703",0.0266012998017944
"704",0.0314293554100094
"705",0.0212780835190714
"706",0.0246391922393855
"707",0.0375756066786437
"708",0.120637883701663
"709",0.0226436285832772
"710",0.0274250461614782
"711",0.0324994498774612
"712",0.431783518285736
"713",0.0843334344802226
"714",0.034023629699258
"715",0.0199432364437169
"716",0.0377541784426313
"717",0.0560991479926463
"718",0.0296534078050242
"719",0.0196087911140202
"720",0.0254896335099573
"721",0.0234578808436143
"722",0.124833986501885
"723",0.0640410124478479
"724",0.0622803732111496
"725",0.0197524643375267
"726",0.0844762286189129
"727",0.0271491651497463
"728",0.0397699907452097
"729",0.0692429291222899
"730",0.0522680223569811
"731",0.0351860615612516
"732",0.0708448965223475
"733",0.0404758497038642
"734",0.0223226348755461
"735",0.0405148053152733
"736",0.0453988638510949
"737",0.0518364927881897
"738",0.0948347062253434
"739",0.125219359405492
"740",0.10470265109606
"741",0.0324599481909381
"742",0.102078873177278
"743",0.0807781935410704
"744",0.0248598386378301
"745",0.0426316592687941
"746",0.0384130275216107
"747",0.0576463459670377
"748",0.0242703265697945
"749",0.0258485262273715
"750",0.0246600359291334
"751",0.0532793670978352
"752",0.0628677812507368
"753",0.0524895531097463
"754",0.0223269513103652
"755",0.062126648309497
"756",0.0244892075747309
"757",0.0312800788669618
"758",0.033931217703394
"759",0.0525733205600555
"760",0.0266137603527491
"761",0.107279478562555
"762",0.0440819741364344
"763",0.0819698813588992
"764",0.0469093782031855
"765",0.0314668121773508
"766",0.0231386060753167
"767",0.0265506480064361
"768",0.0226551081205433
"769",0.0485840284483185
"770",0.0259916518857636
"771",0.0248983294588941
"772",0.0221550976760844
"773",0.0454145772088628
"774",0.0845368966775729
"775",0.326804945991445
"776",0.0274421878513333
"777",0.033675137038001
"778",0.137259854546433
"779",0.041423573595111
"780",0.0203511294323766
"781",0.0189551738992146
"782",0.0316752939336199
"783",0.024370499081383
"784",0.0202998879028743
"785",0.072763567483934
"786",0.131830209635756
"787",0.0184865068771845
"788",0.337113716416636
"789",0.0410422018580646
"790",0.0239099382616484
"791",0.0349632294310203
"792",0.0204078679267217
"793",0.030908057116389
"794",0.0552164778295081
"795",0.0619809158623389
"796",0.08985841104909
"797",0.0277797849685631
"798",0.0377866814826275
"799",0.147842525008282
"800",0.0787728249104993
"801",0.0308122201222091
"802",0.0390452719756806
"803",0.027163662295051
"804",0.0249751394206528
"805",0.0408570331607973
"806",0.0293335690936676
"807",0.20096973029466
"808",0.017122493494652
"809",0.0377584605780688
"810",0.340738798242498
"811",0.0585723944468293
"812",0.178352577770836
"813",0.0474875573773763
"814",0.0506664478641799
"815",0.022440023879976
"816",0.0304089112043911
"817",0.037118914068791
"818",0.114979325050471
"819",0.0231951260771487
"820",0.0400652547539079
"821",0.113117821918245
"822",0.028854556491107
"823",0.084653956102916
"824",0.0452624315795224
"825",0.0293206731383742
"826",0.0474112804807
"827",0.0284240980273586
"828",0.0323747929731283
"829",0.0426609906276257
"830",0.0244003055814522
"831",0.0262532379998439
"832",0.024450640169608
"833",0.0316669415447293
"834",0.0299742373216977
"835",0.0210420917724164
"836",0.0233202405993091
"837",0.0277954478257269
"838",0.0264398113588569
"839",0.0334838770764863
"840",0.0647164276900334
"841",0.0385588567417957
"842",0.0333746162774613
"843",0.0885375685861049
"844",0.0724339775647746
"845",0.187488454447285
"846",0.0764275966490912
"847",0.137816132165019
"848",0.467582581216194
"849",0.117233314898816
"850",0.0412127283511831
"851",0.0225691765014632
"852",0.0444910873200594
"853",0.0413781230880622
"854",0.0284472093016432
"855",0.0248459111152076
"856",0.0563649270943631
"857",0.0267399119525173
"858",0.325823008198013
"859",0.0431841454213767
"860",0.0392234832209149
"861",0.434691164562831
"862",0.291882662542824
"863",0.0389473406540609
"864",0.343011687179191
"865",0.0184780221928118
"866",0.0328460293247363
"867",0.0255275773323282
"868",0.0585877388822771
"869",0.047008465217912
"870",0.0352692459650686
"871",0.0389165169916435
"872",0.112046870052996
"873",0.129856135956012
"874",0.214951578236636
"875",0.059054008652096
"876",0.0285886662048447
"877",0.0599908862477278
"878",0.0291967076963252
"879",0.0232826724892403
"880",0.379986281585828
"881",0.608684393265665
"882",0.434397176626682
"883",0.0828257096662899
"884",0.249161480883158
"885",0.0294442965897151
"886",0.0232505740422308
"887",0.585010951463301
"888",0.0304734070830675
"889",0.193633838980879
"890",0.0694184404605729
"891",0.0712303106074945
"892",0.0987719167517811
"893",0.27718354565982
"894",0.03033595105849
"895",0.0465621934653675
"896",0.125965706961356
"897",0.0780423698062014
"898",0.436333720551188
"899",0.0255624226690657
"900",0.0406860175998043
"901",0.0258662240130142
"902",0.0432669969298589
"903",0.030844243268176
"904",0.0308174421087667
"905",0.0398599954354815
"906",0.0852898409282939
"907",0.0218473529207065
"908",0.0299471462500505
"909",0.0222554262992381
"910",0.517328126322603
"911",0.0258648397555259
"912",0.0803043325577335
"913",0.0251164245565128
"914",0.0260563445902053
"915",0.0363541202299825
"916",0.0462856192732797
"917",0.0435292272449148
"918",0.0242467468411987
"919",0.0225838127132374
"920",0.0457537385660755
"921",0.0195641396450409
"922",0.0461603504842
"923",0.0277491110715472
"924",0.027417258035037
"925",0.0216304288316227
"926",0.0922960685861953
"927",0.0212518374354242
"928",0.109550217856173
"929",0.0410573879514213
"930",0.0192526707763831
"931",0.0319586789772289
"932",0.0252920071573598
"933",0.152719216854073
"934",0.02611585413872
"935",0.0808016265400045
"936",0.030465870293907
"937",0.0272831002192922
"938",0.0192707356530007
"939",0.0275037694002335
"940",0.034633175727497
"941",0.183461172873315
"942",0.0454785210331564
"943",0.0580374612885512
"944",0.0472708340686659
"945",0.0577149147459545
"946",0.219031127177072
"947",0.0222800834445849
"948",0.0306834975701055
"949",0.0255929996057803
"950",0.0294699376307901
"951",0.265913626096347
"952",0.035013703385588
"953",0.0341114820789775
"954",0.0278452641911074
"955",0.31795773577392
"956",0.273983573558004
"957",0.0338146703480417
"958",0.070038087265216
"959",0.142817208232618
"960",0.035455885825865
"961",0.0375681779219457
"962",0.051715654559717
"963",0.0365695194921274
"964",0.106546130853556
"965",0.0334847446218952
"966",0.074437245743544
"967",0.0572512886431849
"968",0.0222191079776104
"969",0.0315091911311776
"970",0.0851374697869374
"971",0.0359147484095836
"972",0.0344763737803329
"973",0.0210002601705156
"974",0.0396843102899616
"975",0.0315983649208562
"976",0.0246360375899206
"977",0.0314027664603379
"978",0.027628492024125
"979",0.0379395334740647
"980",0.0275078618305094
"981",0.0498318787716151
"982",0.0299528713271177
"983",0.0330772900666847
"984",0.0231168914554773
"985",0.028754071260934
"986",0.0256296827378698
"987",0.0273778565874144
"988",0.0326169305250275
"989",0.0332945072429824
"990",0.041125792517144
"991",0.124930671116113
"992",0.0231909821124849
"993",0.029650185746168
"994",0.0279715010084478
"995",0.1947829111661
"996",0.0284165321624617
"997",0.0332732689808131
"998",0.0337693263274989
"999",0.0762848517229786
"1000",0.0244089766196445
"1001",0.0466935430849366
"1002",0.123367756969833
"1003",0.0229955016980694
"1004",0.0210053747509604
"1005",0.0231118439530421
"1006",0.0284340918731368
"1007",0.0279201815541252
"1008",0.0782468209614258
"1009",0.0414527768527936
"1010",0.0441253581163915
"1011",0.124816094243415
"1012",0.0469562967531943
"1013",0.0325025680645251
"1014",0.0802330128391093
"1015",0.024463654554366
"1016",0.036094875760223
"1017",0.0413514125521011
"1018",0.0282048022265812
"1019",0.0979613313404511
"1020",0.0580529910391579
"1021",0.0243903469752901
"1022",0.024469575972007
"1023",0.0198513430272741
"1024",0.202871698089659
"1025",0.0263194588789474
"1026",0.0233659878231099
"1027",0.0315544031812229
"1028",0.0304974068811997
"1029",0.0258173409309217
"1030",0.0501270061896811
"1031",0.0334019445155906
"1032",0.0285630507145464
"1033",0.0590086592065768
"1034",0.0160897364363317
"1035",0.0213537963182393
"1036",0.0292343206472442
"1037",0.0588167305490675
"1038",0.0211508659594783
"1039",0.0790343378772917
"1040",0.0292346822315693
"1041",0.0909785694655076
"1042",0.174054815102126
"1043",0.0365266371625092
"1044",0.0212473586357392
"1045",0.326209642794854
"1046",0.0166496576362773
"1047",0.0888146170785155
"1048",0.0747600596579035
"1049",1.09880291822895
"1050",0.127905005729372
"1051",0.042619356855664
"1052",0.0804350660969711
"1053",0.0374239297172352
"1054",0.0532209863475842
"1055",0.0184487534309994
"1056",0.0227626236919588
"1057",0.0496900904771107
"1058",0.0831708547767909
"1059",0.0263321155305849
"1060",0.0370761032255945
"1061",0.238959441808418
"1062",0.0574927833400263
"1063",0.01819898599029
"1064",0.0218294072500585
"1065",0.0213247966036257
"1066",0.0189610477091848
"1067",0.0576717168670529
"1068",0.137484877206915
"1069",0.0782172532431118
"1070",0.0505474967679024
"1071",0.0639645642072909
"1072",0.0336151629715066
"1073",0.312583681258743
"1074",0.0271877474005592
"1075",0.121627784897862
"1076",0.0289007163015704
"1077",0.0229441666002064
"1078",0.0235612268158769
"1079",0.0275811972187353
"1080",0.0756354050264163
"1081",0.0683123244936507
"1082",0.0347012181473049
"1083",0.0366156293697031
"1084",0.0532346625634492
"1085",0.047851535115062
"1086",0.160274570056107
"1087",0.0163369250210496
"1088",0.0229273591162524
"1089",0.0218520140736138
"1090",0.0192630886887673
"1091",0.0275722992081595
"1092",0.14230275158213
"1093",0.0306696409693328
"1094",0.0228045505439228
"1095",0.0452742827980255
"1096",0.279601949360101
"1097",0.0270653613441243
"1098",0.0326686207816208
"1099",0.0271838133479994
"1100",0.0225277274558764
"1101",0.0207130146326615
"1102",0.0286301976631359
"1103",0.0308181864606536
"1104",0.077803762798974
"1105",0.047583078788179
"1106",0.0310804966424901
"1107",0.185090236371799
"1108",0.0343515932765401
"1109",0.0845728589159348
"1110",0.0209551503359816
"1111",0.0786669383134622
"1112",0.0405656268172232
"1113",0.050473583566277
"1114",0.0505306865869047
"1115",0.0325847543700342
"1116",0.0242090781433109
"1117",0.0425415678442378
"1118",0.0229298032587516
"1119",0.122347301400687
"1120",0.0478854172106491
"1121",0.0340171115064533
"1122",0.0876009166036923
"1123",0.185874427485832
"1124",0.0356046432425389
"1125",0.0629632043362369
"1126",0.0711410599756036
"1127",0.0496298643005225
"1128",0.0177169151832535
"1129",0.0527723458287775
"1130",0.0287134754191857
"1131",0.0845474481168449
"1132",0.0324858409383506
"1133",0.0650304562599209
"1134",0.0239379224088217
"1135",0.02836107828208
"1136",0.0459408332221271
"1137",0.144560210846333
"1138",0.0248456091277374
"1139",0.0458594132578207
"1140",0.0633473113702023
"1141",0.0576426805856104
"1142",0.033381620829192
"1143",0.0288145159940512
"1144",0.03789314859819
"1145",0.236173652018387
"1146",0.0309532464328937
"1147",0.0294466715891362
"1148",0.0177354217957064
"1149",0.0341895323775683
"1150",0.0618385026774089
"1151",0.0582756206921663
"1152",0.0592849895067059
"1153",0.150285232414255
"1154",0.0267125128708056
"1155",0.032872999995784
"1156",0.0499489176023696
"1157",0.0220135664359445
"1158",0.0630980526888349
"1159",0.143740882051433
"1160",0.0643521461263288
"1161",0.0737744527251169
"1162",0.0276295111687845
"1163",0.038567071463047
"1164",0.0312585048474887
"1165",0.0287734079162761
"1166",0.0254998401836805
"1167",0.0236739763182854
"1168",0.0548709398903769
"1169",0.0562500018646332
"1170",0.025955116878099
"1171",0.0445404081457612
"1172",0.0292195245898968
"1173",0.068558273706332
"1174",0.0268019854749019
"1175",0.0599432654224273
"1176",0.0680021316750419
"1177",0.141847008840923
