"","logFC","logCPM","F","PValue","FDR"
"TRAF3",1.30144314094372,5.90336417792586,78.6365081530979,1.0645853612596e-06,2.79960802325575e-05
"BEND7",1.15733499335458,4.21323764293501,78.5737858026909,1.06975712713393e-06,2.80878526195118e-05
"LOC113254457",1.56596704398381,6.02308177850422,78.3163179616522,1.08821590150917e-06,2.85276567335974e-05
"GRID2IP",2.26717001370641,3.45438742486565,78.3011308696496,1.09231959200697e-06,2.85903524559944e-05
"LOC130543962",2.65600968811445,2.93336870607999,78.3501392503894,1.09484219090111e-06,2.86115332486035e-05
"CHRNE",2.44107659671967,3.81263633369239,77.882679734016,1.12354309208087e-06,2.91336119482274e-05
"LOC123001940",1.82334597361345,5.87398246677063,77.4630171327584,1.15440513506276e-06,2.98046710295937e-05
"CAMK2D",0.943556254586787,5.82110772929492,77.4513155266231,1.15516010682102e-06,2.98046710295937e-05
"LOC130543936",1.73217748927445,3.5639970383263,77.3372892611154,1.16603478213258e-06,2.99949796879022e-05
"APMAP",1.00875244361683,4.68753818364955,77.2836260554671,1.16891345661334e-06,2.99949796879022e-05
"LOC113268490",2.25742859367351,1.22578304438308,78.3653214064566,1.16940370693294e-06,2.99949796879022e-05
"EPS8L2",1.28338336522504,8.09921827320391,77.248264855089,1.17154878386917e-06,2.99949796879022e-05
"IL15RA",2.3694390185009,1.47673867333494,77.9991251847308,1.18397483129184e-06,3.02311860974654e-05
"CPLANE1",1.35666715220251,6.32713664050754,77.0464172698212,1.18813093314241e-06,3.02448147142457e-05
"PGAP4",1.71748012904581,5.92202809062379,76.931418039526,1.19788370252737e-06,3.03542639582771e-05
"UNK",1.1669488282257,6.34621463177043,76.6459961704047,1.22182117443497e-06,3.07515286523842e-05
"STAT5A",1.07946330121016,6.34754868835737,76.6349147436125,1.22276873017445e-06,3.07515286523842e-05
"ARHGAP18",1.05349298006403,4.41803733786601,76.3918733262653,1.24427191198287e-06,3.11983433306336e-05
"IQCN",4.31330141517209,3.2021220364233,77.1899668181635,1.2487127910435e-06,3.12594116459183e-05
"GCC2",1.01927186083672,5.97119294649799,76.1795858891188,1.26247942431136e-06,3.14658864277244e-05
"LOC113267254",3.21026654841149,-0.425432511243916,53.7209717617043,1.33101737807747e-06,3.28311066418253e-05
"RBFOX3",2.33511177377518,4.33493507601238,75.3525651278544,1.33966315827248e-06,3.29956269616403e-05
"PLTP",1.21981108870732,7.24313862301753,75.1777445975958,1.35523002778725e-06,3.33298766333127e-05
"PLEKHN1",1.38402044459574,5.60448388225564,75.1034544496021,1.3626416014398e-06,3.34137328963925e-05
"LOC123000441",3.76035392646157,0.463515721344281,60.8542583840012,1.38529729825143e-06,3.3729752306797e-05
"MSH5",1.91316216156021,4.72302241874706,74.8725413522203,1.38560038636393e-06,3.3729752306797e-05
"AHCTF1",1.15216910367842,7.26685916468161,74.7589847184594,1.39633537158658e-06,3.3842386603954e-05
"LOC130543609",3.5021699077847,0.97404024270434,71.344849655541,1.40399403655499e-06,3.39786904585968e-05
"WDR64",2.59700165687221,1.84550320764281,75.183393863961,1.42006132426095e-06,3.42187648684467e-05
"SEC63",1.10469193873981,6.79206170501107,74.2889272717626,1.44421668305369e-06,3.45515392411369e-05
"ZCCHC4",1.12488242689991,3.93896803859281,73.7881867062872,1.49840337152292e-06,3.54015606016855e-05
"VRK2",1.001302481472,5.16211808622342,73.7771128883557,1.49878745967509e-06,3.54015606016855e-05
"PPFIA4",1.67937100978346,5.4389885856253,73.5392591934014,1.52484916697654e-06,3.5914606825587e-05
"LAS1L",1.36097010852047,6.95083188648178,73.4837262812429,1.5307412534849e-06,3.60026030872456e-05
"ZNF629",1.08756545029893,5.15202107763637,73.2773077770359,1.5541481233286e-06,3.62033749413441e-05
"FNIP1",1.23880474253955,5.30094262891645,73.1692276711007,1.56642486090894e-06,3.64005820815381e-05
"CUL9",1.14043390998987,6.81807142113976,73.0782230435491,1.57658984838085e-06,3.64142100665447e-05
"CHRM4",2.9039266394077,1.67165704368691,74.0845017374383,1.5823123420581e-06,3.64959030387131e-05
"LOC113250527",2.28225331994074,1.92967387635519,73.2907227416153,1.59402032362634e-06,3.67152350127398e-05
"LOC113242958",3.48751360548802,1.87218911687681,73.9285306505765,1.60793470627047e-06,3.68831066758387e-05
"LOC113242949",3.22697174579865,0.96579433286094,71.4656782088977,1.62278919772513e-06,3.71727802644884e-05
"TNFRSF9",1.42062003550233,4.64051281449409,72.6617473983618,1.62592636452393e-06,3.71791560368983e-05
"PRAM1",1.72530681979381,6.03658344303297,72.6074503537529,1.63199350095587e-06,3.71791560368983e-05
